Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss
Samuel Lynch,Rowing,Rowing Men's Lightweight Coxless Fours,IRL,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.5740319541785441,0.20785833190942477,0.0
Samuel Mackinnon,Basketball,Basketball Men's Basketball,AUS,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Samuel Matete,Athletics,Athletics Men's 400 metres Hurdles,ZAM,1996.0,Silver,1.0,6.0,1992.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674
Samuel Nchinda-kaya,Athletics,Athletics Men's 100 metres,CMR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Samuel Nchinda-kaya,Athletics,Athletics Men's 200 metres,CMR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Samuel Patten,Rowing,Rowing Men's Coxed Eights,AUS,1992.0,No medal,9.0,1.0,1992.0,16.0,2.5,20.438048064630863,0.29462124247950966,0.1374455318100957,0.0
Samuel Pera,Weightlifting,Weightlifting Men's Heavyweight I,COK,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Samuela Leuii,Boxing,Boxing Men's Light-Heavyweight,SAM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3626569604398176,0.26057981142217235,0.0
Samuele Papi,Volleyball,Volleyball Men's Volleyball,ITA,1996.0,Silver,12.0,6.0,1996.0,16.0,7.5,4.0,1.0,0.05,0.0
Samvel Danielyan,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",RUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,19.339423235079355,0.1043602761065577,0.2862150148269797,0.0
Samvel Manukyan,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8400587058396869,0.2311622449844657,0.0
Sanda (-nicolae),Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",ROU,1996.0,No medal,2.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sanda (-nicolae),Canoeing,"Canoeing Women's Kayak Fours, 500 metres",ROU,1996.0,No medal,4.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sanda (-nicolae),Canoeing,"Canoeing Women's Kayak Singles, 500 metres",ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,8.652501075240382,0.18571428571428572,0.05,0.0
Sandagsrengiin Erdenebat,Boxing,Boxing Men's Featherweight,MGL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5504712631275528,0.4919638996527418,0.0
Sandeep Byala,Judo,Judo Men's Half-Lightweight,IND,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandeep Kumar,Boxing,Boxing Men's Light-Welterweight,IND,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.24608981930564883,0.47713691781286316,0.0
Sandeep Kumar,Weightlifting,Weightlifting Men's Featherweight,IND,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sander Mulder,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,NED,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.16116740118923442,0.2897012756279162,0.0
Sanderlei Parrela,Athletics,Athletics Men's 4 x 400 metres Relay,BRA,1996.0,No medal,5.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Sanderlei Parrela,Athletics,Athletics Men's 400 metres,BRA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Sandor Gyrffy,Handball,Handball Men's Handball,HUN,1992.0,No medal,15.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5886257509727952,0.34002777692033737,0.0
Sandra (-jni),Canoeing,"Canoeing Women's Kayak Singles, Slalom",SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Sandra (-walliser),Fencing,"Fencing Women's epee, Individual",SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandra (-walliser),Fencing,"Fencing Women's epee, Team",SUI,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandra (miller-),Athletics,Athletics Women's 400 metres Hurdles,USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0058677113090204,20.011371515336958,0.05,0.4478704745297349,6.508210773218693e-05
Sandra Bacher,Judo,Judo Women's Half-Heavyweight,USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sandra Beasley,Softball,Softball Women's Softball,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.13751783215564783,0.38692369553921485,0.0
Sandra Brondello,Basketball,Basketball Women's Basketball,AUS,1996.0,Bronze,12.0,4.0,1996.0,16.0,5.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Sandra Brown,Athletics,Athletics Women's 200 metres,ESP,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.090320968521787,0.05,0.12242626737885248,0.0
Sandra Brown,Athletics,Athletics Women's 400 metres,ESP,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.090320968521787,0.05,0.12242626737885248,0.0
Sandra Cam,Swimming,Swimming Women's 200 metres Freestyle,BEL,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sandra Cam,Swimming,Swimming Women's 400 metres Freestyle,BEL,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sandra Cam,Swimming,Swimming Women's 800 metres Freestyle,BEL,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sandra Cecchini,Tennis,Tennis Women's Singles,ITA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandra Citt,Athletics,Athletics Women's 4 x 100 metres Relay,FRA,1996.0,No medal,5.0,1.0,1996.0,16.0,2.5,9.188276174314597,0.14865748548417637,0.10365905136294841,0.0
Sandra Dimbour,Badminton,Badminton Women's Singles,FRA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sandra Douglas,Athletics,Athletics Women's 4 x 400 metres Relay,GBR,1992.0,Bronze,4.0,4.0,1992.0,16.0,5.5,9.144855381725183,0.2654702754560354,0.09722388961507325,0.0
Sandra Douglas,Athletics,Athletics Women's 400 metres,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.144855381725183,0.2654702754560354,0.09722388961507325,0.0
Sandra Godinho,Judo,Judo Women's Half-Heavyweight,POR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandra Greaves,Judo,Judo Women's Middleweight,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,12.873244157791762,0.05000000000000001,0.14919637658763277,0.0
Sandra Gutirrez,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",MEX,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.19271892831211773,0.4529045242551591,0.0
Sandra Gutirrez,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",MEX,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,15.999993550114002,0.973203160563857,0.1378723964913175,0.0
Sandra Heinlein,Fencing,"Fencing Women's Foil, Individual",ARG,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandra Levy,Hockey,Hockey Women's Hockey,CAN,1992.0,No medal,15.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.32538069770876904,0.38854730710274454,0.0
Sandra Lima,Volleyball,Volleyball Women's Volleyball,BRA,1996.0,Bronze,12.0,4.0,1996.0,16.0,5.5,4.4888222507853035,0.6694039594714416,0.13232783918175567,0.0
Sandra Lister,Hockey,Hockey Women's Hockey,GBR,1992.0,Bronze,16.0,4.0,1992.0,16.0,5.5,14.678241367308987,0.05950672157569192,0.32114424502334815,0.0
Sandra Minnert,Football,Football Women's Football,GER,1996.0,No medal,15.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.6522436360507914,0.4481411994651919,0.0
Sandra Monica,Cycling,"Cycling Women's Mountainbike, Cross-Country",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.10236429425665788,0.19860052602806333,0.0
Sandra Moreno,Athletics,Athletics Women's 4 x 400 metres Relay,BOL,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.19905722268752696,0.33028028988559777,0.0
Sandra Nascimento,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,BRA,1996.0,Gold,2.0,10.0,1996.0,16.0,11.5,4.000006449885999,0.9643574344251693,0.06528090062826684,0.0
Sandra Nieuwveen,Softball,Softball Women's Softball,NED,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.305354522927627,0.12167954674921816,0.0
Sandra Rosrio,Softball,Softball Women's Softball,PUR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.22131590498450437,0.19222498511574299,0.0
Sandra Temporelli,Cycling,"Cycling Women's Mountainbike, Cross-Country",FRA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,6.504010075372287,0.5928571428571429,0.05,0.0
Sandra Troop,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",GBR,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,10.831213208200197,0.05,0.10683863921853355,0.0
Sandra Villanueva,Volleyball,Volleyball Women's Volleyball,PER,1996.0,No medal,10.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3875384526708214,0.11926931712615765,0.0
Sandra Vlker,Swimming,Swimming Women's 100 metres Backstroke,GER,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.088946043072289,0.1211765492298675,0.1581762905444435,0.0
Sandra Vlker,Swimming,Swimming Women's 100 metres Freestyle,GER,1996.0,Silver,1.0,6.0,1996.0,16.0,7.5,9.088946043072289,0.1211765492298675,0.1581762905444435,0.0
Sandra Vlker,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,GER,1996.0,Bronze,5.0,4.0,1996.0,16.0,5.5,9.088946043072289,0.1211765492298675,0.1581762905444435,0.0
Sandra Vlker,Swimming,Swimming Women's 4 x 100 metres Medley Relay,GER,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,9.088946043072289,0.1211765492298675,0.1581762905444435,0.0
Sandra Vlker,Swimming,Swimming Women's 50 metres Freestyle,GER,1996.0,Bronze,1.0,4.0,1996.0,16.0,5.5,9.088946043072289,0.1211765492298675,0.1581762905444435,0.0
Sandra Wagner-sachse,Archery,Archery Women's Individual,GER,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,6.650593411838702,0.525,0.05,0.0
Sandra Wagner-sachse,Archery,Archery Women's Team,GER,1996.0,Silver,3.0,6.0,1996.0,16.0,7.5,6.650593411838702,0.525,0.05,0.0
Sandra Wiegers,Volleyball,Volleyball Women's Volleyball,NED,1992.0,No medal,11.0,1.0,1992.0,16.0,2.5,4.000003224942999,0.537217145926597,0.19057554471052035,0.0
Sandrine Fricot,Athletics,Athletics Women's High Jump,FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.188276174314597,0.14865748548417637,0.10365905136294841,0.0
Sandrine Paquier,Swimming,Swimming Women's 100 metres Freestyle,SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.826526387363892,0.22790375907681193,0.0
Sandrine Paquier,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,SUI,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.17913292735083586,0.36796630534058317,0.0
Sandrine Paquier,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,SUI,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,6.004840959936119,0.6015128442072651,0.1001713239614595,0.0
Sandro Chikhladze,Equestrian,"Equestrian Mixed Three-Day Event, Individual",EUN,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.9243112443639872,0.35791553519883973,0.0
Sandro Chikhladze,Equestrian,"Equestrian Mixed Three-Day Event, Team",EUN,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.29373739066207927,0.19937504888543306,0.0
Sandro Cuomo,Fencing,"Fencing Men's epee, Individual",ITA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sandro Cuomo,Fencing,"Fencing Men's epee, Team",ITA,1996.0,Gold,3.0,10.0,1992.0,20.0,11.5,4.000006449885999,0.0516177108792228,0.3599629130489253,0.0
Sandro Cuomo,Fencing,"Fencing Men's epee, Team",ITA,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,7.069434648865186,0.06301052337470166,0.220596415350957,0.0
Sandro Floris,Athletics,Athletics Men's 200 metres,ITA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.945817289981064,0.2474084644780474,0.11007408147746285,0.0
Sandro Floris,Athletics,Athletics Men's 4 x 100 metres Relay,ITA,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,7.945817289981064,0.2474084644780474,0.11007408147746285,0.0
Sandro Montefusco,Sailing,Sailing Men's Two Person Dinghy,ITA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,7.030786704147827,0.525,0.05,0.0
Sandro Olmos,Judo,Judo Men's Middleweight,ARG,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sandro Resegotti,Fencing,"Fencing Men's epee, Team",ITA,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,7.069434648865186,0.06301052337470166,0.220596415350957,0.0
Sandy Alvarado,Baseball,Baseball Men's Baseball,NCA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.5190599793349355,0.20784630254680275,0.0
Sangeeta Puri,Swimming,Swimming Women's 50 metres Freestyle,IND,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3673698137323852,0.3568961117590988,0.0
Sangita Mehta,Judo,Judo Women's Heavyweight,IND,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sanita Ozolia,Rowing,Rowing Women's Double Sculls,LAT,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8530238424208738,0.3525628299290684,0.0
Sanjeev Dang,Hockey,Hockey Men's Hockey,IND,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.06976003978152184,0.3551263945140374,0.0
Sanna Hernesniemi-kyllnen,Athletics,Athletics Women's 100 metres,FIN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.038600597744255,0.16875,0.057193990263398976,0.0
Sanna Hernesniemi-kyllnen,Athletics,Athletics Women's 200 metres,FIN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.038600597744255,0.16875,0.057193990263398976,0.0
Sanna Hernesniemi-kyllnen,Athletics,Athletics Women's 4 x 100 metres Relay,FIN,1996.0,No medal,4.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sanshiro Abe,Wrestling,"Wrestling Men's Bantamweight, Freestyle",JPN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Santi (-suter),Badminton,Badminton Mixed Doubles,SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3939439481564027,0.2652910315973767,0.0
Santi (-suter),Badminton,Badminton Women's Singles,SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8605199796650899,0.07389644803467205,0.0
Santiago Aleson,Basketball,Basketball Men's Basketball,ESP,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.19609097022515065,0.4718674075626838,0.0
Santiago Fernndez,Rowing,Rowing Men's Quadruple Sculls,ARG,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Santiago Hernando,Athletics,Athletics Men's Triple Jump,ESP,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,12.090320968521787,0.05,0.12242626737885248,0.0
Santiago Lpez,Hockey,Hockey Men's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Santiago Mille,Equestrian,"Equestrian Mixed Three-Day Event, Individual",ESP,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Santiago Mille,Equestrian,"Equestrian Mixed Three-Day Event, Team",ESP,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Santiago Penton,Table Tennis,Table Tennis Men's Doubles,CUB,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.578900157904407,0.20999825670636363,0.0
Santiago Penton,Table Tennis,Table Tennis Men's Singles,CUB,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.38330938374222245,0.40275873444846505,0.0
Santiago Roberti,Sailing,Sailing Mixed One Person Dinghy,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.0,1.0,0.05,0.0
Santiago Samper,Equestrian,"Equestrian Mixed Three-Day Event, Individual",ESP,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Santiago Samper,Equestrian,"Equestrian Mixed Three-Day Event, Team",ESP,1996.0,No medal,4.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Santiago Snchez,Football,Football Men's Football,ESP,1996.0,No medal,17.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.24772095336443756,0.3763537138305401,0.0
Santiago Viola,Hockey,Hockey Men's Hockey,ESP,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.00000303524047,0.5621088188665794,0.1505056171691047,0.0
Santos Capilla,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",ESP,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sanusi Turay,Athletics,Athletics Men's 100 metres,SLE,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sanusi Turay,Athletics,Athletics Men's 4 x 100 metres Relay,SLE,1996.0,No medal,4.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Sao Mirjani,Rowing,Rowing Men's Coxless Fours,SLO,1992.0,Bronze,4.0,4.0,1992.0,16.0,5.5,20.01735882602048,0.05000000000000001,0.3475891297628983,0.0
Sapol Biki,Boxing,Boxing Men's Light-Flyweight,MAS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8366643070282751,0.23946909571345704,0.0
Sapphire Cooper,Hockey,Hockey Women's Hockey,NZL,1992.0,No medal,15.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5309252961284157,0.14154830676488467,0.0
Sara Antunes,Shooting,"Shooting Women's Air Rifle, 10 metres",POR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sara Antunes,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",POR,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sara Casadei,Swimming,Swimming Women's 50 metres Freestyle,SMR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.7329138105104148,0.0695212362312625,0.0
Sara Gomer,Tennis,Tennis Women's Singles,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sara Lobaton,Volleyball,Volleyball Women's Volleyball,PER,1996.0,No medal,10.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.30714822786795726,0.12452131280594875,0.0
Sara Menndez,Judo,Judo Women's Half-Middleweight,ESP,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.477734994480684,0.43000000000000005,0.15493463817211484,0.0
Sara Papi,Gymnastics,Gymnastics Women's Group,ITA,1996.0,No medal,6.0,1.0,1996.0,16.0,2.5,8.677518544407826,0.051654729979532285,0.06978574950860847,0.0
Sara Pinciroli,Gymnastics,Gymnastics Women's Group,ITA,1996.0,No medal,6.0,1.0,1996.0,16.0,2.5,8.677518544407826,0.051654729979532285,0.06978574950860847,0.0
Sara Sankey,Badminton,Badminton Women's Doubles,GBR,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sara Wedlund,Athletics,"Athletics Women's 5,000 metres",SWE,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,8.553031524445652,0.20833333333333334,0.05000000000000001,0.0
Sarah (-dahl),Rowing,Rowing Women's Coxed Eights,USA,1992.0,No medal,9.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Sarah (-endestad),Cycling,"Cycling Women's Road Race, Individual",USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,10.396900979227814,0.20833333333333334,0.09959818829381639,0.0
Sarah (-jackson),Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NZL,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,10.078843435711034,0.16875,0.09973380931621686,0.0
Sarah (-thomas),Swimming,Swimming Women's 400 metres Freestyle,GBR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.717724145113225,0.12307692307692308,0.07289147152022295,0.0
Sarah (-thomas),Swimming,Swimming Women's 400 metres Individual Medley,GBR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.717724145113225,0.12307692307692308,0.07289147152022295,0.0
Sarah (-thomas),Swimming,Swimming Women's 800 metres Freestyle,GBR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.717724145113225,0.12307692307692308,0.07289147152022295,0.0
Sarah Evanetz,Swimming,Swimming Women's 100 metres Butterfly,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.06069134658545221,0.0
Sarah Evanetz,Swimming,Swimming Women's 4 x 100 metres Medley Relay,CAN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.06069134658545221,0.0
Sarah Josephson,Synchronized Swimming,Synchronized Swimming Women's Duet,USA,1992.0,Gold,2.0,10.0,1992.0,16.0,11.5,4.000006449885999,0.32508260130285815,0.12414940524841618,0.0
Sarah Josephson,Synchronized Swimming,Synchronized Swimming Women's Solo,USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.22928615560036236,0.38290655473422885,0.0
Sarah Lauritzen,Rowing,Rowing Women's Quadruple Sculls,DEN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sarah Mawby,Fencing,"Fencing Women's Foil, Team",GBR,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sarah Mclean,Sailing,Sailing Women's Two Person Dinghy,CAN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,14.659272824848943,0.05,0.19879456488144914,0.0
Sarah Mercer,Gymnastics,Gymnastics Women's Balance Beam,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.2081574913030918,0.30771959106601005,0.0
Sarah Mercer,Gymnastics,Gymnastics Women's Floor Exercise,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.29780634622133834,0.26880190354847067,0.0
Sarah Mercer,Gymnastics,Gymnastics Women's Horse Vault,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5169270816594248,0.1531044792124668,0.0
Sarah Mercer,Gymnastics,Gymnastics Women's Individual All-Around,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.36136623484665964,0.4084736041277778,0.0
Sarah Mercer,Gymnastics,Gymnastics Women's Uneven Bars,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.7276018618770027,0.4633617536875348,0.0
Sarah Murphy,Swimming,Swimming Women's 100 metres Backstroke,ZIM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.14540488435873866,0.1549736466817963,0.0
Sarah Murphy,Swimming,Swimming Women's 200 metres Backstroke,ZIM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5811547298017343,0.2463453891934091,0.0
Sarah Nichilo-rosso,Judo,Judo Women's Extra-Lightweight,FRA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.595433775016204,0.6833333333333332,0.22489106362019137,0.0
Sarah Osvath,Fencing,"Fencing Women's epee, Individual",AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.7130078213722512,0.31723037315498553,0.0
Sarah Phillips,Cycling,Cycling Women's Individual Time Trial,GBR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sarah Phillips,Cycling,"Cycling Women's Road Race, Individual",GBR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Sarah Ryan,Swimming,Swimming Women's 100 metres Freestyle,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Sarah Ryan,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,AUS,1996.0,No medal,5.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Sarah Ryan,Swimming,Swimming Women's 4 x 100 metres Medley Relay,AUS,1996.0,Silver,6.0,6.0,1996.0,16.0,7.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Sarah Ryan,Swimming,Swimming Women's 50 metres Freestyle,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,10.878140057473935,0.12194216141898799,0.16580060112257383,0.0
Sarah Ulmer,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",NZL,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.873244157791762,0.05000000000000001,0.14919637658763277,0.0
Sarapong Kumsup,Athletics,Athletics Men's 4 x 400 metres Relay,THA,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.8740286408255455,0.4682374756755981,0.0
Sargis Sargsyan,Tennis,Tennis Men's Singles,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3736694242595219,0.46949684467343406,0.0
