Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Division
pela Jani,F,Slovenia,SLO,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",No medal,1
pela Jani,F,Slovenia,SLO,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal,1
pela Jani,F,Slovenia,SLO,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",No medal,1
pela Jani,F,Slovenia,SLO,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal,1
Alessandra Perilli,F,San Marino,SMR,2012,London,Shooting,Shooting Women's Trap,No medal,1
Alessandra Perilli,F,San Marino,SMR,2016,Rio de Janeiro,Shooting,Shooting Women's Trap,No medal,1
Jenly Wini,F,Solomon Islands,SOL,2012,London,Weightlifting,Weightlifting Women's Lightweight,No medal,1
Jenly Wini,F,Solomon Islands,SOL,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,No medal,1
Aleksandar Karakaevi,M,Serbia,SRB,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,1
Aleksandar Karakaevi,M,Serbia,SRB,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,1
Ana (-schweinsteiger),F,Serbia,SRB,2012,London,Tennis,Tennis Women's Singles,No medal,1
Ana (-schweinsteiger),F,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal,1
Andrea Arsovi,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Andrea Arsovi,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Andrea Arsovi,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Andrea Arsovi,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Asmir Kolainac,M,Serbia,SRB,2012,London,Athletics,Athletics Men's Shot Put,No medal,1
Asmir Kolainac,M,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,No medal,1
Bobana Velikovi,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Bobana Velikovi,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Damir Mikec,M,Serbia,SRB,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Damir Mikec,M,Serbia,SRB,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Damir Mikec,M,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Damir Mikec,M,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Dragana Tomaevi,F,Serbia,SRB,2012,London,Athletics,Athletics Women's Discus Throw,No medal,1
Dragana Tomaevi,F,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,No medal,1
Ivan Stevi,M,Serbia,SRB,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Ivan Stevi,M,Serbia,SRB,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Ivana Maksimovi-anui,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Ivana Maksimovi-anui,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,1
Ivana Maksimovi-anui,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal,1
Ivana Maksimovi-anui,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal,1
Ivana Panovi,F,Serbia,SRB,2012,London,Athletics,Athletics Women's Long Jump,No medal,1
Ivana Panovi,F,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Bronze,1
Marko Novakovi,M,Serbia,SRB,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",No medal,1
Marko Novakovi,M,Serbia,SRB,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",No medal,1
Mihail Duda,M,Serbia,SRB,2012,London,Athletics,Athletics Men's Decathlon,No medal,1
Mihail Duda,M,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,No medal,1
Milenko Zori,M,Serbia,SRB,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,1
Milenko Zori,M,Serbia,SRB,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,1
Milica Mandi,F,Serbia,SRB,2012,London,Taekwondo,Taekwondo Women's Heavyweight,Gold,1
Milica Mandi,F,Serbia,SRB,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,No medal,1
Nenad Filipovi,M,Serbia,SRB,2012,London,Athletics,Athletics Men's 50 kilometres Walk,No medal,1
Nenad Filipovi,M,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,No medal,1
Nenad Zimonji,M,Serbia-1,SRB,2012,London,Tennis,Tennis Men's Doubles,No medal,1
Nenad Zimonji,M,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,1
Nikolina Moldovan,F,Serbia,SRB,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal,1
Nikolina Moldovan,F,Serbia,SRB,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal,1
Novak Okovi,M,Serbia,SRB,2012,London,Tennis,Tennis Men's Singles,No medal,1
Novak Okovi,M,Serbia-2,SRB,2012,London,Tennis,Tennis Men's Doubles,No medal,1
Novak Okovi,M,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal,1
Novak Okovi,M,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal,1
Olivera Jevti,F,Serbia,SRB,2012,London,Athletics,Athletics Women's Marathon,No medal,1
Olivera Jevti,F,Serbia,SRB,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Viktor Troicki,M,Serbia,SRB,2012,London,Tennis,Tennis Men's Singles,No medal,1
Viktor Troicki,M,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal,1
Zorana Arunovi,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Zorana Arunovi,F,Serbia,SRB,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,1
Zorana Arunovi,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Zorana Arunovi,F,Serbia,SRB,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,1
aba Silai,M,Serbia,SRB,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,No medal,1
aba Silai,M,Serbia,SRB,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,No medal,1
Anuradha Cooray,M,Sri Lanka,SRI,2012,London,Athletics,Athletics Men's Marathon,No medal,1
Anuradha Cooray,M,Sri Lanka,SRI,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,1
Mangala Samarakoon,M,Sri Lanka,SRI,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal,1
Mangala Samarakoon,M,Sri Lanka,SRI,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal,1
Mangala Samarakoon,M,Sri Lanka,SRI,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal,1
Mangala Samarakoon,M,Sri Lanka,SRI,2016,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal,1
Niluka Karunaratne,M,Sri Lanka,SRI,2012,London,Badminton,Badminton Men's Singles,No medal,1
Niluka Karunaratne,M,Sri Lanka,SRI,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,No medal,1
Guor Miaker),M,South Sudan,SSD,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal,1
Amina Bakhit,F,Sudan,SUD,2012,London,Athletics,Athletics Women's 800 metres,No medal,1
Amina Bakhit,F,Sudan,SUD,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,No medal,1
Danielle Villars,F,Switzerland,SUI,2012,London,Swimming,Swimming Women's 100 metres Butterfly,No medal,1
Danielle Villars,F,Switzerland,SUI,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,No medal,1
Fabian Cancellara,M,Switzerland,SUI,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Fabian Cancellara,M,Switzerland,SUI,2012,London,Cycling,Cycling Men's Individual Time Trial,No medal,1
Fabian Cancellara,M,Switzerland,SUI,2016,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Gold,1
Fabian Cancellara,M,Switzerland,SUI,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Fabian Kauter,M,Switzerland,SUI,2012,London,Fencing,"Fencing Men's epee, Individual",No medal,1
Fabian Kauter,M,Switzerland,SUI,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",No medal,1
Giulia Steingruber,F,Switzerland,SUI,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2012,London,Gymnastics,Gymnastics Women's Horse Vault,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2012,London,Gymnastics,Gymnastics Women's Balance Beam,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,Bronze,1
Giulia Steingruber,F,Switzerland,SUI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,No medal,1
Giulia Steingruber,F,Switzerland,SUI,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,No medal,1
Heidi Gerber,F,Switzerland,SUI,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Heidi Gerber,F,Switzerland,SUI,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal,1
Heidi Gerber,F,Switzerland,SUI,2016,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,1
Heidi Gerber,F,Switzerland,SUI,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal,1
Lucas Tramr,M,Switzerland,SUI,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Lucas Tramr,M,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,1
Ludovic Chammartin,M,Switzerland,SUI,2012,London,Judo,Judo Men's Extra-Lightweight,No medal,1
Ludovic Chammartin,M,Switzerland,SUI,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,No medal,1
Maja Neuenschwander,F,Switzerland,SUI,2012,London,Athletics,Athletics Women's Marathon,No medal,1
Maja Neuenschwander,F,Switzerland,SUI,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Mario-Elio Gyr,M,Switzerland,SUI,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Mario-Elio Gyr,M,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,1
Martina Berkel,F,Switzerland,SUI,2012,London,Swimming,Swimming Women's 200 metres Butterfly,No medal,1
Martina Berkel,F,Switzerland,SUI,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,No medal,1
Max Heinzer,M,Switzerland,SUI,2012,London,Fencing,"Fencing Men's epee, Individual",No medal,1
Max Heinzer,M,Switzerland,SUI,2016,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",No medal,1
Michael Albasini,M,Switzerland,SUI,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Michael Albasini,M,Switzerland,SUI,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal,1
Nicola Hug,F,Switzerland,SUI,2012,London,Triathlon,Triathlon Women's Olympic Distance,Gold,1
Nicola Hug,F,Switzerland,SUI,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Silver,1
Nicole Bchler,F,Switzerland,SUI,2012,London,Athletics,Athletics Women's Pole Vault,No medal,1
Nicole Bchler,F,Switzerland,SUI,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,No medal,1
Nino Schurter,M,Switzerland,SUI,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver,1
Nino Schurter,M,Switzerland,SUI,2016,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,1
Romuald Hausser,M,Switzerland,SUI,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Romuald Hausser,M,Switzerland,SUI,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Sabrina Jaquet,F,Switzerland,SUI,2012,London,Badminton,Badminton Women's Singles,No medal,1
Sabrina Jaquet,F,Switzerland,SUI,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,No medal,1
Simon Niepmann,M,Switzerland,SUI,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Simon Niepmann,M,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,1
Simon Schrch,M,Switzerland,SUI,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,No medal,1
Simon Schrch,M,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,1
Steve Guerdat,M,Switzerland,SUI,2012,London,Equestrian,"Equestrian Mixed Jumping, Individual",Gold,1
Steve Guerdat,M,Switzerland,SUI,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Sven Riederer,M,Switzerland,SUI,2012,London,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Sven Riederer,M,Switzerland,SUI,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Tiffany Groudet,F,Switzerland,SUI,2012,London,Fencing,"Fencing Women's epee, Individual",No medal,1
Tiffany Groudet,F,Switzerland,SUI,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",No medal,1
Yannick Brauchli,M,Switzerland,SUI,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Yannick Brauchli,M,Switzerland,SUI,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Yannick Kser,M,Switzerland,SUI,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,No medal,1
Yannick Kser,M,Switzerland,SUI,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,No medal,1
Jurgen Themen,M,Suriname,SUR,2012,London,Athletics,Athletics Men's 100 metres,No medal,1
Jurgen Themen,M,Suriname,SUR,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal,1
Anton Kumn,M,Slovakia,SVK,2012,London,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Anton Kumn,M,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,No medal,1
Dana Velkov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Triple Jump,No medal,1
Dana Velkov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,No medal,1
Danka Bartekov,F,Slovakia,SVK,2012,London,Shooting,Shooting Women's Skeet,Bronze,1
Danka Bartekov,F,Slovakia,SVK,2016,Rio de Janeiro,Shooting,Shooting Women's Skeet,No medal,1
Erik Varga,M,Slovakia,SVK,2012,London,Shooting,Shooting Men's Trap,No medal,1
Erik Varga,M,Slovakia,SVK,2016,Rio de Janeiro,Shooting,Shooting Men's Trap,No medal,1
Erik Vlek,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,1
Erik Vlek,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,1
Erik Vlek,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal,1
Erik Vlek,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,1
Jana Duktov,F,Slovakia,SVK,2012,London,Canoeing,"Canoeing Women's Kayak Singles, Slalom",No medal,1
Jana Duktov,F,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",No medal,1
Jana Velkov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Long Jump,No medal,1
Jana Velkov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,No medal,1
Juraj Tarr,M,Slovakia,SVK,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal,1
Juraj Tarr,M,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,1
Juraj Tuinsk,M,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Juraj Tuinsk,M,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Juraj Tuinsk,M,Slovakia,SVK,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Juraj Tuinsk,M,Slovakia,SVK,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Katarna Bereov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Marathon,No medal,1
Katarna Bereov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,1
Marcel Lomnick,M,Slovakia,SVK,2012,London,Athletics,Athletics Men's Hammer Throw,No medal,1
Marcel Lomnick,M,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,No medal,1
Martina Hranov-daniov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Hammer Throw,No medal,1
Martina Hranov-daniov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,No medal,1
Matej Tth,M,Slovakia,SVK,2012,London,Athletics,Athletics Men's 50 kilometres Walk,No medal,1
Matej Tth,M,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Gold,1
Mria Czakov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Mria Czakov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,1
Pavol Kopp,M,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Pavol Kopp,M,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Pavol Kopp,M,Slovakia,SVK,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal,1
Pavol Kopp,M,Slovakia,SVK,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal,1
Richard Varga,M,Slovakia,SVK,2012,London,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Richard Varga,M,Slovakia,SVK,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,No medal,1
Angelica Bengtsson,F,Sweden,SWE,2012,London,Athletics,Athletics Women's Pole Vault,No medal,1
Angelica Bengtsson,F,Sweden,SWE,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,No medal,1
Anna Laurell-nash,F,Sweden,SWE,2012,London,Boxing,Boxing Women's Middleweight,No medal,1
Anna Laurell-nash,F,Sweden,SWE,2016,Rio de Janeiro,Boxing,Boxing Women's Middleweight,No medal,1
Anton Dahlberg,M,Sweden,SWE,2012,London,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Anton Dahlberg,M,Sweden,SWE,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,No medal,1
Christine Bjerendal,F,Sweden,SWE,2012,London,Archery,Archery Women's Individual,No medal,1
Christine Bjerendal,F,Sweden,SWE,2016,Rio de Janeiro,Archery,Archery Women's Individual,No medal,1
Dan Dahlby,M,Sweden,SWE,2012,London,Shooting,Shooting Men's Double Trap,Silver,1
Dan Dahlby,M,Sweden,SWE,2016,Rio de Janeiro,Shooting,Shooting Men's Double Trap,No medal,1
Elin Johansson,F,Sweden,SWE,2012,London,Taekwondo,Taekwondo Women's Welterweight,No medal,1
Elin Johansson,F,Sweden,SWE,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,No medal,1
Elina Nordn,F,Sweden,SWE,2012,London,Triathlon,Triathlon Women's Olympic Distance,Silver,1
Elina Nordn,F,Sweden,SWE,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,No medal,1
Emma Johansson,F,Sweden,SWE,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Emma Johansson,F,Sweden,SWE,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Silver,1
Erik Svensson,M,Sweden,SWE,2012,London,Shooting,Shooting Men's Skeet,No medal,1
Erik Svensson,M,Sweden,SWE,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,Silver,1
Henna Johansson,F,Sweden,SWE,2012,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",No medal,1
Henna Johansson,F,Sweden,SWE,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",No medal,1
Henri Hurskainen,M,Sweden,SWE,2012,London,Badminton,Badminton Men's Singles,No medal,1
Henri Hurskainen,M,Sweden,SWE,2016,Rio de Janeiro,Badminton,Badminton Men's Singles,No medal,1
Henrik Eckermann,M,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Henrik Eckermann,M,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Jennie Johansson,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 100 metres Breaststroke,No medal,1
Jennie Johansson,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,No medal,1
Johan Eurn,M,Sweden,SWE,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze,1
Johan Eurn,M,Sweden,SWE,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal,1
Josefin Olsson,F,Sweden,SWE,2012,London,Sailing,Sailing Women's One Person Dinghy,No medal,1
Josefin Olsson,F,Sweden,SWE,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,No medal,1
Karin Johansson,F,Sweden,SWE,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal,1
Karin Johansson,F,Sweden,SWE,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal,1
Kim Amb,M,Sweden,SWE,2012,London,Athletics,Athletics Men's Javelin Throw,No medal,1
Kim Amb,M,Sweden,SWE,2016,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,No medal,1
Linda Algotsson,F,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Linda Algotsson,F,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Malin Alshammar,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 50 metres Freestyle,No medal,1
Malin Alshammar,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,No medal,1
Marcus Nyman,M,Sweden,SWE,2012,London,Judo,Judo Men's Middleweight,No medal,1
Marcus Nyman,M,Sweden,SWE,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,No medal,1
Mats Nilsson,M,Sweden,SWE,2012,London,Shooting,Shooting Men's Skeet,No medal,1
Mats Nilsson,M,Sweden,SWE,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,No medal,1
Michel Komesha,M,Sweden,SWE,2012,London,Athletics,Athletics Men's Long Jump,No medal,1
Michel Komesha,M,Sweden,SWE,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump,No medal,1
Patrik Kittel,M,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Dressage, Individual",No medal,1
Patrik Kittel,M,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Dressage, Team",No medal,1
Patrik Kittel,M,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Dressage, Individual",No medal,1
Patrik Kittel,M,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Dressage, Team",No medal,1
Pr Gerell,M,Sweden,SWE,2012,London,Table Tennis,Table Tennis Men's Singles,No medal,1
Pr Gerell,M,Sweden,SWE,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,No medal,1
Rolf-Gran Bengtsson,M,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Rolf-Gran Bengtsson,M,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Jumping, Individual",No medal,1
Sara Ostholt,F,Sweden,SWE,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Individual",Silver,1
Sara Ostholt,F,Sweden,SWE,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Individual",No medal,1
Sarah Sjstrm,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 50 metres Freestyle,No medal,1
Sarah Sjstrm,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 100 metres Freestyle,No medal,1
Sarah Sjstrm,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 200 metres Freestyle,No medal,1
Sarah Sjstrm,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 100 metres Butterfly,No medal,1
Sarah Sjstrm,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Bronze,1
Sarah Sjstrm,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,Gold,1
Sarah Sjstrm,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,No medal,1
Sarah Sjstrm,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Silver,1
Sonia Fahlin,F,Sweden,SWE,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Sonia Fahlin,F,Sweden,SWE,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",No medal,1
Stina Gardell,F,Sweden,SWE,2012,London,Swimming,Swimming Women's 200 metres Individual Medley,No medal,1
