Name,Sport,Event,NOC,Year,Medal,Division
Ulrich Schreck,Fencing,"Fencing Men's Foil, Team",GER,1992,Gold,5
Ulrika (-snemyr),Equestrian,"Equestrian Mixed Jumping, Individual",SWE,1992,No medal,1
Ulrika (-snemyr),Equestrian,"Equestrian Mixed Jumping, Team",SWE,1992,No medal,2
Umesh Parag,Hockey,Hockey Men's Hockey,NZL,1992,No medal,16
Urban Jansson,Football,Football Men's Football,SWE,1992,No medal,16
Urban Lagnus,Sailing,Sailing Men's Two Person Dinghy,SWE,1992,No medal,1
Urmas Saaliste,Shooting,Shooting Mixed Trap,EST,1992,No medal,1
Urs Gller,Cycling,"Cycling Men's Road Race, Individual",SUI,1992,No medal,1
Ursula Myrn,Judo,Judo Women's Lightweight,SWE,1992,No medal,1
Ursula Profanter,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",AUT,1992,No medal,1
Ursula Weber,Athletics,Athletics Women's Discus Throw,AUT,1992,No medal,1
Urszula Wodarczyk,Athletics,Athletics Women's Heptathlon,POL,1992,No medal,1
Usama Aziz,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",SWE,1992,No medal,1
Uta (-fromm),Athletics,Athletics Women's 4 x 400 metres Relay,GER,1992,No medal,4
Uta Pippig,Athletics,"Athletics Women's 10,000 metres",GER,1992,No medal,1
Ute Schell-wagner-stange,Rowing,Rowing Women's Coxed Eights,GER,1992,Bronze,9
Ute Wetzig,Diving,Diving Women's Platform,GER,1992,No medal,1
Uwe Blab,Basketball,Basketball Men's Basketball,GER,1992,No medal,12
Uwe Kellner,Rowing,Rowing Men's Coxed Fours,GER,1992,Silver,5
Uwe Peschel,Cycling,Cycling Men's 100 kilometres Team Time Trial,GER,1992,Gold,4
Uwe Proske,Fencing,"Fencing Men's epee, Team",GER,1992,Gold,5
Uwe Sterzik,Water Polo,Water Polo Men's Water Polo,GER,1992,No medal,12
Uzoma Azuka,Handball,Handball Women's Handball,NGR,1992,No medal,16
V Tan,Swimming,Swimming Men's 100 metres Butterfly,SGP,1992,No medal,1
V Tan,Swimming,Swimming Men's 200 metres Backstroke,SGP,1992,No medal,1
V Tan,Swimming,Swimming Men's 200 metres Butterfly,SGP,1992,No medal,1
V Tan,Swimming,Swimming Men's 200 metres Individual Medley,SGP,1992,No medal,1
Vaciseva Tavaga,Athletics,Athletics Women's 100 metres,FIJ,1992,No medal,1
Vaciseva Tavaga,Athletics,Athletics Women's 200 metres,FIJ,1992,No medal,1
Vaclavas Kidykas,Athletics,Athletics Men's Discus Throw,LTU,1992,No medal,1
Vadim Bavikin,Athletics,Athletics Men's Javelin Throw,ISR,1992,No medal,1
Vadim Ivanov,Athletics,Athletics Men's Long Jump,EUN,1992,No medal,1
Vadim Kurach,Athletics,Athletics Men's 110 metres Hurdles,EUN,1992,No medal,1
Vadim Shikarev,Archery,Archery Men's Individual,EUN,1992,No medal,1
Vadim Shikarev,Archery,Archery Men's Team,EUN,1992,No medal,3
Vadim Yunash,Rowing,Rowing Men's Coxless Fours,EUN,1992,No medal,4
Vadim Zadoinov,Athletics,Athletics Men's 400 metres Hurdles,EUN,1992,No medal,1
Vadims Voinovs,Judo,Judo Men's Half-Heavyweight,LAT,1992,No medal,1
Vadym Huttsait,Fencing,"Fencing Men's Sabre, Team",EUN,1992,Gold,5
Valdas Balinas,Sailing,Sailing Men's Two Person Dinghy,LTU,1992,No medal,1
Valdemaras Chomiius,Basketball,Basketball Men's Basketball,LTU,1992,Bronze,12
Valdemaras Maiulskis,Rowing,Rowing Men's Coxed Pairs,LTU,1992,No medal,1
Valdimar Grmsson,Handball,Handball Men's Handball,ISL,1992,No medal,14
Valent Gracia,Athletics,Athletics Men's 20 kilometres Walk,ESP,1992,No medal,1
Valentin Barbu,Boxing,Boxing Men's Light-Flyweight,ROU,1992,No medal,1
Valentin Bazon,Judo,Judo Men's Heavyweight,ROU,1992,No medal,1
Valentin Dzhavelkov,Modern Pentathlon,Modern Pentathlon Men's Individual,BUL,1992,No medal,1
Valentin Getsov,Wrestling,"Wrestling Men's Lightweight, Freestyle",BUL,1992,Silver,1
Valentin Kononen,Athletics,Athletics Men's 50 kilometres Walk,FIN,1992,No medal,1
Valentin Ngbogo,Athletics,Athletics Men's 100 metres,CAF,1992,No medal,1
Valentin Ngbogo,Athletics,Athletics Men's 200 metres,CAF,1992,No medal,1
Valentin Rebegea,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",ROU,1992,No medal,1
Valentin Robu,Rowing,Rowing Men's Coxed Eights,ROU,1992,Silver,9
Valentin Yordanov,Wrestling,"Wrestling Men's Flyweight, Freestyle",BUL,1992,Bronze,1
Valentin Zaharia,Handball,Handball Men's Handball,ROU,1992,No medal,15
Valentin Zhelev,Wrestling,"Wrestling Men's Welterweight, Freestyle",BUL,1992,No medal,1
Valentina (vasilyeva-),Athletics,Athletics Women's Marathon,EUN,1992,Gold,1
Valentina Cherkasova,Shooting,"Shooting Women's Air Rifle, 10 metres",EUN,1992,No medal,1
Valentina Ogiyenko,Volleyball,Volleyball Women's Volleyball,EUN,1992,Silver,8
Valentina Popovov,Table Tennis,Table Tennis Women's Doubles,EUN,1992,No medal,2
Valentina Popovov,Table Tennis,Table Tennis Women's Singles,EUN,1992,No medal,1
Valentina Uccheddu,Athletics,Athletics Women's Long Jump,ITA,1992,No medal,1
Valentna (tolstika-),Athletics,Athletics Women's High Jump,LAT,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Floor Exercise,EUN,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Horizontal Bar,EUN,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Horse Vault,EUN,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Individual All-Around,EUN,1992,Bronze,1
Valeri Belenki,Gymnastics,Gymnastics Men's Parallel Bars,EUN,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Pommelled Horse,EUN,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Rings,EUN,1992,No medal,1
Valeri Belenki,Gymnastics,Gymnastics Men's Team All-Around,EUN,1992,Gold,6
Valeri Bukrejev,Athletics,Athletics Men's Pole Vault,EST,1992,No medal,1
Valeri Nikitin,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",EST,1992,No medal,1
Valeri Timoxin,Shooting,Shooting Mixed Skeet,EUN,1992,No medal,1
Valeria Cappellotto,Cycling,"Cycling Women's Road Race, Individual",ITA,1992,No medal,1
Valerio Donnianni,Shooting,"Shooting Men's Running Target, 10 metres",ITA,1992,No medal,1
Valerio Sozzi,Equestrian,"Equestrian Mixed Jumping, Individual",ITA,1992,No medal,1
Valerio Sozzi,Equestrian,"Equestrian Mixed Jumping, Team",ITA,1992,No medal,4
Valerios Leonidis,Weightlifting,Weightlifting Men's Featherweight,GRE,1992,No medal,1
Valeriy Dosenko,Rowing,Rowing Men's Quadruple Sculls,EUN,1992,No medal,4
Valery Batura,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",EUN,1992,No medal,5
Valery Belodedov,Rowing,Rowing Men's Coxed Pairs,EUN,1992,No medal,1
Valery Gopin,Handball,Handball Men's Handball,EUN,1992,Gold,12
Valery Spitsyn,Athletics,Athletics Men's 50 kilometres Walk,EUN,1992,No medal,1
Valery Statsenko,Diving,Diving Men's Springboard,EUN,1992,No medal,1
Valery Tikhonenko,Basketball,Basketball Men's Basketball,EUN,1992,No medal,12
Valery Zakharevich,Fencing,"Fencing Men's epee, Team",EUN,1992,Bronze,5
Valrie (-philibert),Athletics,Athletics Women's 200 metres,FRA,1992,No medal,1
Valter Bona,Cycling,"Cycling Men's Road Race, Individual",SLO,1992,No medal,1
Valter Molea,Rowing,Rowing Men's Coxed Eights,ITA,1992,No medal,9
Vanda Hdrean,Gymnastics,Gymnastics Women's Balance Beam,ROU,1992,No medal,1
Vanda Hdrean,Gymnastics,Gymnastics Women's Floor Exercise,ROU,1992,No medal,1
Vanda Hdrean,Gymnastics,Gymnastics Women's Horse Vault,ROU,1992,No medal,1
Vanda Hdrean,Gymnastics,Gymnastics Women's Individual All-Around,ROU,1992,No medal,1
Vanda Hdrean,Gymnastics,Gymnastics Women's Team All-Around,ROU,1992,Silver,6
Vanda Hdrean,Gymnastics,Gymnastics Women's Uneven Bars,ROU,1992,No medal,1
Vandanah Seesurun,Badminton,Badminton Women's Doubles,MRI,1992,No medal,2
Vandanah Seesurun,Badminton,Badminton Women's Singles,MRI,1992,No medal,1
Vangelis Patras,Water Polo,Water Polo Men's Water Polo,GRE,1992,No medal,13
Vanja Mieta,Synchronized Swimming,Synchronized Swimming Women's Duet,IOA,1992,No medal,2
Vanja Mieta,Synchronized Swimming,Synchronized Swimming Women's Solo,IOA,1992,No medal,1
Vanni Lauzana,Weightlifting,Weightlifting Men's Super-Heavyweight,ITA,1992,No medal,1
Vanxay Sinebandith,Athletics,Athletics Men's 400 metres,LAO,1992,No medal,1
Vasco Ramires,Equestrian,"Equestrian Mixed Three-Day Event, Individual",POR,1992,No medal,4
Vasco Ramires,Equestrian,"Equestrian Mixed Three-Day Event, Team",POR,1992,No medal,4
Vasile Hanuseac,Rowing,Rowing Men's Coxless Fours,ROU,1992,No medal,4
Vasile Mstcan,Rowing,Rowing Men's Coxed Eights,ROU,1992,Silver,9
Vasile Nistor,Boxing,Boxing Men's Lightweight,ROU,1992,No medal,1
Vasile Nstase,Rowing,Rowing Men's Coxed Eights,ROU,1992,Silver,9
Vasile Tomoiag,Rowing,Rowing Men's Coxless Pairs,ROU,1992,No medal,2
Vasiliu Tanas,Equestrian,"Equestrian Mixed Three-Day Event, Individual",EUN,1992,No medal,4
Vasiliu Tanas,Equestrian,"Equestrian Mixed Three-Day Event, Team",EUN,1992,No medal,4
Vasily Ivanov,Swimming,Swimming Men's 100 metres Breaststroke,EUN,1992,No medal,1
Vasily Ivanov,Swimming,Swimming Men's 4 x 100 metres Medley Relay,EUN,1992,Silver,7
Vasily Kudinov,Handball,Handball Men's Handball,EUN,1992,Gold,12
Vasily Sokov,Athletics,Athletics Men's Triple Jump,EUN,1992,No medal,1
Vasily Tikhonov,Rowing,Rowing Men's Coxed Eights,EUN,1992,No medal,9
Vasyl Yakovlev,Cycling,Cycling Men's Points Race,EUN,1992,No medal,1
Vatche Zadourian,Cycling,"Cycling Men's Road Race, Individual",LIB,1992,No medal,1
Vclav Jr.,Rowing,Rowing Men's Single Sculls,TCH,1992,Silver,1
Vclav Lana,Handball,Handball Men's Handball,TCH,1992,No medal,16
Vctor Bustamante,Football,Football Men's Football,COL,1992,No medal,19
Vctor Daz,Basketball,Basketball Men's Basketball,VEN,1992,No medal,10
Vctor Martnez,Baseball,Baseball Men's Baseball,CUB,1992,Gold,1
Vctor Montanez,Boxing,Boxing Men's Welterweight,ESP,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Floor Exercise,PUR,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Horizontal Bar,PUR,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Horse Vault,PUR,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Individual All-Around,PUR,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Parallel Bars,PUR,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Pommelled Horse,PUR,1992,No medal,1
Vctor Ortz,Gymnastics,Gymnastics Men's Rings,PUR,1992,No medal,1
Vctor Posada,Football,Football Men's Football,COL,1992,No medal,19
Vctor Sala,Hockey,Hockey Men's Hockey,ESP,1992,No medal,16
Vctor Velsquez,Football,Football Men's Football,COL,1992,No medal,19
Vebjrn Rodal,Athletics,Athletics Men's 800 metres,NOR,1992,No medal,1
Vedat Erbay,Archery,Archery Men's Individual,TUR,1992,No medal,1
Vedat Erbay,Archery,Archery Men's Team,TUR,1992,No medal,3
Velimir Perasovi,Basketball,Basketball Men's Basketball,CRO,1992,Silver,12
Venancio Monge,Volleyball,Volleyball Men's Volleyball,ESP,1992,No medal,12
Veniamin But,Rowing,Rowing Men's Coxed Fours,EUN,1992,No medal,5
Veniamin Tayanovich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,EUN,1992,Silver,6
Veniamin Tayanovich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,EUN,1992,Gold,6
Vera Ilyina,Diving,Diving Women's Springboard,EUN,1992,No medal,1
Vera Koenen,Volleyball,Volleyball Women's Volleyball,NED,1992,No medal,11
Vera Ordina,Athletics,Athletics Women's 400 metres Hurdles,EUN,1992,No medal,1
Vernica Caales,Diving,Diving Women's Platform,ARG,1992,No medal,1
Vernica Caales,Diving,Diving Women's Springboard,ARG,1992,No medal,1
Vernon Forrest,Boxing,Boxing Men's Light-Welterweight,USA,1992,No medal,1
Vernon Patao,Weightlifting,Weightlifting Men's Lightweight,USA,1992,No medal,1
Veronica Cogeanu-cochela,Rowing,Rowing Women's Double Sculls,ROU,1992,Silver,2
Veronica Cogeanu-cochela,Rowing,Rowing Women's Quadruple Sculls,ROU,1992,Silver,4
Veronica Necula,Rowing,Rowing Women's Coxed Eights,ROU,1992,Silver,9
Veronica Tealdy,Gymnastics,Gymnastics Women's Balance Beam,ITA,1992,No medal,1
Veronica Tealdy,Gymnastics,Gymnastics Women's Floor Exercise,ITA,1992,No medal,1
Veronica Tealdy,Gymnastics,Gymnastics Women's Horse Vault,ITA,1992,No medal,1
Veronica Tealdy,Gymnastics,Gymnastics Women's Individual All-Around,ITA,1992,No medal,1
Veronica Tealdy,Gymnastics,Gymnastics Women's Uneven Bars,ITA,1992,No medal,1
Vesa Hanski,Swimming,Swimming Men's 100 metres Butterfly,FIN,1992,No medal,1
Vesa Hanski,Swimming,Swimming Men's 200 metres Butterfly,FIN,1992,No medal,1
Vesa Hanski,Swimming,Swimming Men's 200 metres Freestyle,FIN,1992,No medal,1
Vesa Hanski,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,FIN,1992,No medal,4
Vesa Hanski,Swimming,Swimming Men's 4 x 100 metres Medley Relay,FIN,1992,No medal,4
Vesa Hanski,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,FIN,1992,No medal,4
Vesela (-veleva),Shooting,"Shooting Women's Air Rifle, 10 metres",BUL,1992,Silver,1
Vesela (-veleva),Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",BUL,1992,No medal,1
Vicente Olmedo,Judo,Judo Men's Half-Lightweight,PAR,1992,No medal,1
Vicente Surez,Wrestling,"Wrestling Men's Featherweight, Freestyle",ESP,1992,No medal,1
Vichai Khadpo,Boxing,Boxing Men's Flyweight,THA,1992,No medal,1
Victor Carvalho,Basketball,Basketball Men's Basketball,ANG,1992,No medal,12
Victor Costello,Athletics,Athletics Men's Shot Put,IRL,1992,No medal,1
Victor Gureanu,Fencing,"Fencing Men's Sabre, Team",ROU,1992,No medal,5
Victor Partnoi,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",ROU,1992,No medal,1
Victor Partnoi,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",ROU,1992,No medal,1
Victoria (-staton),Synchronized Swimming,Synchronized Swimming Women's Duet,CAN,1992,Silver,2
Victoria (-staton),Synchronized Swimming,Synchronized Swimming Women's Solo,CAN,1992,No medal,1
Victoria (-wiley),Basketball,Basketball Women's Basketball,USA,1992,Bronze,12
Victoria Bullett,Basketball,Basketball Women's Basketball,USA,1992,Bronze,12
Victoria Dixon,Hockey,Hockey Women's Hockey,GBR,1992,Bronze,16
Victoria Herazo,Athletics,Athletics Women's 10 kilometres Walk,USA,1992,No medal,1
Victoria Latta,Equestrian,"Equestrian Mixed Three-Day Event, Individual",NZL,1992,No medal,1
Victoria Latta,Equestrian,"Equestrian Mixed Three-Day Event, Team",NZL,1992,Silver,1
Victoria Lepdatu,Rowing,Rowing Women's Coxed Eights,ROU,1992,Silver,9
Victoria Lepdatu,Rowing,Rowing Women's Coxless Fours,ROU,1992,No medal,4
Victoria Lupton,Athletics,Athletics Women's 10 kilometres Walk,GBR,1992,No medal,1
Victoria Umunna,Handball,Handball Women's Handball,NGR,1992,No medal,16
Victoriano Sosa,Boxing,Boxing Men's Featherweight,DOM,1992,No medal,1
Vidas Markeviius,Boxing,Boxing Men's Heavyweight,LTU,1992,No medal,1
Vidor Borsig,Water Polo,Water Polo Men's Water Polo,TCH,1992,No medal,12
Vijitha Amerasekera,Athletics,Athletics Women's Javelin Throw,SRI,1992,No medal,1
Viktor Andreyev,Swimming,"Swimming Men's 1,500 metres Freestyle",EUN,1992,No medal,1
Viktor Berezhniy,Basketball,Basketball Men's Basketball,EUN,1992,No medal,12
Viktor Budantsev,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,EUN,1992,No medal,1
Viktor Deputatov,Hockey,Hockey Men's Hockey,EUN,1992,No medal,15
Viktor Kunz,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",SUI,1992,No medal,1
Viktor Pitirimov,Rowing,Rowing Men's Coxless Fours,EUN,1992,No medal,4
Viktor Radchenko,Athletics,Athletics Men's Decathlon,EUN,1992,No medal,1
Viktor Sukhikh,Hockey,Hockey Men's Hockey,EUN,1992,No medal,15
Viktor Tregubov,Weightlifting,Weightlifting Men's Heavyweight I,EUN,1992,Gold,1
Viktor Zaytsev,Athletics,Athletics Men's Javelin Throw,EUN,1992,No medal,1
Viktor Zuikov,Fencing,"Fencing Men's epee, Individual",EST,1992,No medal,1
Viktoras Mekauskas,Athletics,Athletics Men's 20 kilometres Walk,LTU,1992,No medal,1
Viktoriya Khristova,Badminton,Badminton Women's Singles,BUL,1992,No medal,1
Viktoriya Pavlysh,Athletics,Athletics Women's Shot Put,EUN,1992,No medal,1
Viktria Frter,Gymnastics,Gymnastics Women's Individual,HUN,1992,No medal,1
Ville Hautala,Athletics,"Athletics Men's 3,000 metres Steeplechase",FIN,1992,No medal,1
Vilma Snchez,Athletics,Athletics Women's Marathon,CRC,1992,No medal,1
Vilmo Szabo,Fencing,"Fencing Men's Sabre, Individual",ROU,1992,No medal,1
Vilmo Szabo,Fencing,"Fencing Men's Sabre, Team",ROU,1992,No medal,5
Vilmos Gttler,Equestrian,"Equestrian Mixed Jumping, Individual",HUN,1992,No medal,1
Vimal Kumar,Badminton,Badminton Men's Doubles,IND,1992,No medal,2
Vimal Kumar,Badminton,Badminton Men's Singles,IND,1992,No medal,1
Vincent Berger,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,FRA,1992,No medal,1
Vincent Fondeviole,Canoeing,"Canoeing Men's Kayak Singles, Slalom",FRA,1992,No medal,1
Vincent Gomgadja,Cycling,Cycling Men's 100 kilometres Team Time Trial,CAF,1992,No medal,4
Vincent Gomgadja,Cycling,"Cycling Men's Road Race, Individual",CAF,1992,No medal,1
Vincent Nardi,Water Polo,Water Polo Men's Water Polo,FRA,1992,No medal,13
Vincent Pangelinan,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",GUM,1992,No medal,1
Vincent Rousseau,Athletics,"Athletics Men's 10,000 metres",BEL,1992,No medal,1
Vincenzo Maenza,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",ITA,1992,Silver,1
Viola Paulitz,Cycling,"Cycling Women's Road Race, Individual",GER,1992,No medal,1
Violeta Beclea-szekely,Athletics,"Athletics Women's 1,500 metres",ROU,1992,No medal,1
Violeta Bernotait,Rowing,Rowing Women's Coxless Pairs,LTU,1992,No medal,2
Violeta Lastakauskait,Rowing,Rowing Women's Coxless Pairs,LTU,1992,No medal,2
Violeta Ninova-yordanova,Rowing,Rowing Women's Single Sculls,BUL,1992,No medal,1
Violeta Zareva,Rowing,Rowing Women's Coxless Pairs,BUL,1992,No medal,2
Viorel Talapan,Rowing,Rowing Men's Coxed Eights,ROU,1992,Silver,9
Viorel Talapan,Rowing,Rowing Men's Coxed Fours,ROU,1992,Gold,5
Viorica Iordache,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",ROU,1992,No medal,4
Virginia Medino,Hockey,Hockey Women's Hockey,ESP,1992,Gold,15
Virginia Tapia,Volleyball,Volleyball Women's Volleyball,ESP,1992,No medal,12
Virginie Delvingt,Badminton,Badminton Women's Doubles,FRA,1992,No medal,2
Virginie Delvingt,Badminton,Badminton Women's Singles,FRA,1992,No medal,1
Virginie Machado,Gymnastics,Gymnastics Women's Balance Beam,FRA,1992,No medal,1
Virginie Machado,Gymnastics,Gymnastics Women's Floor Exercise,FRA,1992,No medal,1
Virginie Machado,Gymnastics,Gymnastics Women's Horse Vault,FRA,1992,No medal,1
Virginie Machado,Gymnastics,Gymnastics Women's Individual All-Around,FRA,1992,No medal,1
Virginie Machado,Gymnastics,Gymnastics Women's Team All-Around,FRA,1992,No medal,6
Virginie Machado,Gymnastics,Gymnastics Women's Uneven Bars,FRA,1992,No medal,1
Visut Watanasin,Athletics,Athletics Men's 100 metres,THA,1992,No medal,1
Visut Watanasin,Athletics,Athletics Men's 4 x 100 metres Relay,THA,1992,No medal,4
Vitalijus Karpaiauskas,Boxing,Boxing Men's Welterweight,LTU,1992,No medal,1
Vitaliy Raievskiy,Rowing,Rowing Men's Coxed Eights,EUN,1992,No medal,9
Vitaly Nosov,Basketball,Basketball Men's Basketball,EUN,1992,No medal,12
Vitaly Savin,Athletics,Athletics Men's 100 metres,EUN,1992,No medal,1
Vitaly Savin,Athletics,Athletics Men's 4 x 100 metres Relay,EUN,1992,No medal,4
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Floor Exercise,EUN,1992,No medal,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Horizontal Bar,EUN,1992,No medal,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Horse Vault,EUN,1992,Gold,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Individual All-Around,EUN,1992,Gold,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Parallel Bars,EUN,1992,Gold,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Pommelled Horse,EUN,1992,Gold,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Rings,EUN,1992,Gold,1
Vitaly Shcherbo,Gymnastics,Gymnastics Men's Team All-Around,EUN,1992,Gold,6
Vitor Krieger,Archery,Archery Men's Individual,BRA,1992,No medal,1
Vitor Teixeira,Equestrian,"Equestrian Mixed Jumping, Individual",BRA,1992,No medal,1
Vitor Teixeira,Equestrian,"Equestrian Mixed Jumping, Team",BRA,1992,No medal,4
Viva Seifert,Gymnastics,Gymnastics Women's Individual,GBR,1992,No medal,1
Viviane -tual),Athletics,Athletics Women's 800 metres,FRA,1992,No medal,1
Vjaeslavs Duhanovs,Modern Pentathlon,Modern Pentathlon Men's Individual,LAT,1992,No medal,1
Vjaeslavs Duhanovs,Modern Pentathlon,Modern Pentathlon Men's Team,LAT,1992,No medal,3
Vjateslav Divonin,Rowing,Rowing Men's Coxless Fours,EST,1992,No medal,4
Vladan Alanovi,Basketball,Basketball Men's Basketball,CRO,1992,Silver,12
Vladas Burba,Judo,Judo Men's Half-Heavyweight,LTU,1992,No medal,1
Vladimer Gruzdevi,Sailing,Sailing Mixed Two Person Keelboat,EUN,1992,No medal,1
Vladimir Andreyev,Athletics,Athletics Men's 20 kilometres Walk,EUN,1992,No medal,1
Vladimir Antakov,Hockey,Hockey Men's Hockey,EUN,1992,No medal,15
Vladimir Banjanac,Rowing,Rowing Men's Coxless Pairs,IOA,1992,No medal,2
Vladimir Bobreshov,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",EUN,1992,No medal,4
Vladimir Golyas,Athletics,"Athletics Men's 3,000 metres Steeplechase",EUN,1992,No medal,1
Vladimir Gorin,Basketball,Basketball Men's Basketball,EUN,1992,No medal,12
Vladimir Karabutov,Water Polo,Water Polo Men's Water Polo,EUN,1992,Bronze,13
Vladimir Pleshakov,Hockey,Hockey Men's Hockey,EUN,1992,No medal,15
Vladimir Pyshnenko,Swimming,Swimming Men's 200 metres Freestyle,EUN,1992,No medal,1
Vladimir Pyshnenko,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,EUN,1992,Silver,6
Vladimir Pyshnenko,Swimming,Swimming Men's 4 x 100 metres Medley Relay,EUN,1992,Silver,7
Vladimir Pyshnenko,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,EUN,1992,Gold,6
Vladimir Romanishin,Rowing,Rowing Men's Coxed Fours,EUN,1992,No medal,5
Vladimir Selkov,Swimming,Swimming Men's 100 metres Backstroke,EUN,1992,No medal,1
Vladimir Selkov,Swimming,Swimming Men's 200 metres Backstroke,EUN,1992,Silver,1
Vladimir Selkov,Swimming,Swimming Men's 4 x 100 metres Medley Relay,EUN,1992,Silver,7
Vladimir Shishkin,Athletics,Athletics Men's 110 metres Hurdles,EUN,1992,No medal,1
Vladimir Sokolov,Rowing,Rowing Men's Coxless Fours,EUN,1992,No medal,4
Vladimir Vokhmyanin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",EUN,1992,Bronze,1
Vladimir Yesheyev,Archery,Archery Men's Individual,EUN,1992,No medal,1
Vladimir Yesheyev,Archery,Archery Men's Team,EUN,1992,No medal,3
Vladimiras Moialovas,Modern Pentathlon,Modern Pentathlon Men's Individual,LTU,1992,No medal,1
Vladimiras Moialovas,Modern Pentathlon,Modern Pentathlon Men's Team,LTU,1992,No medal,3
Vladimra (palyzov-),Athletics,Athletics Women's Discus Throw,TCH,1992,No medal,1
Vladimra Havelkov,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",TCH,1992,No medal,4
Vladislav Antonov,Boxing,Boxing Men's Bantamweight,EUN,1992,No medal,1
Vladislav Kulikov,Swimming,Swimming Men's 100 metres Butterfly,EUN,1992,No medal,1
Vladislav Kulikov,Swimming,Swimming Men's 4 x 100 metres Medley Relay,EUN,1992,Silver,7
Vlado Paradik,Judo,Judo Men's Extra-Lightweight,BIH,1992,No medal,1
Vlado Poslek,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",CRO,1992,No medal,1
Vnia Souza,Basketball,Basketball Women's Basketball,BRA,1992,No medal,12
Vojtch Rckschloss,Boxing,Boxing Men's Heavyweight,TCH,1992,No medal,1
Vola Andrihamanana,Swimming,Swimming Women's 100 metres Breaststroke,MAD,1992,No medal,1
Vola Andrihamanana,Swimming,Swimming Women's 50 metres Freestyle,MAD,1992,No medal,1
Volker Fried,Hockey,Hockey Men's Hockey,GER,1992,Gold,16
Volker Hadwich,Athletics,Athletics Men's Javelin Throw,GER,1992,No medal,1
Volker Zerbe,Handball,Handball Men's Handball,GER,1992,No medal,16
Volkmar Kuttelwascher,Rowing,Rowing Men's Coxed Pairs,AUT,1992,No medal,1
Volodymyr Hanchenko,Boxing,Boxing Men's Light-Flyweight,EUN,1992,No medal,1
Volodymyr Korotkov,Sailing,Sailing Mixed Three Person Keelboat,EUN,1992,No medal,3
Volodymyr Tohuzov,Wrestling,"Wrestling Men's Flyweight, Freestyle",EUN,1992,No medal,1
Volodymyr Zinchenko,Athletics,Athletics Men's Discus Throw,EUN,1992,No medal,1
Vronique Collard,Athletics,"Athletics Women's 10,000 metres",BEL,1992,No medal,1
Vronique Jardin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,FRA,1992,No medal,4
Vsevolods Zeonijs,Judo,Judo Men's Half-Lightweight,LAT,1992,No medal,1
Vsteinn Hafsteinsson,Athletics,Athletics Men's Discus Throw,ISL,1992,No medal,1
Vtor Rocha,Sailing,Sailing Men's Two Person Dinghy,POR,1992,No medal,1
Vugar Orudzhov,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",EUN,1992,Bronze,1
Vyacheslav Grigoryev,Fencing,"Fencing Men's Foil, Individual",EUN,1992,No medal,1
