Name,NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
Peng Yu,MAS,Fencing,"Fencing Men's Sabre, Individual",0.0,0.0,0.0,0.43103202920165273
Qiang Huang,MAS,Diving,Diving Men's Springboard,0.0,0.0,0.43103202920165273,0.0
Qiang Huang,MAS,Diving,Diving Men's Synchronized Springboard,0.0,0.0,0.43103202920165273,0.0
Tan Heong,MAS,Badminton,Badminton Men's Doubles,0.0,0.0,0.0,0.18804886518340683
Tee Yi,MAS,Badminton,Badminton Women's Singles,0.0,0.0,0.0,0.43103202920165273
Traisy Tukiet,MAS,Diving,Diving Women's Platform,0.0,0.0,0.43103202920165273,0.0
Yeoh Nee,MAS,Diving,Diving Men's Springboard,0.0,0.0,0.0,0.0564815762735921
Ambwene Simukonda,MAW,Athletics,Athletics Women's 400 metres,0.0,0.0,0.43103202920165273,0.0
Joyce Tafatatha,MAW,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Mike Tebulo,MAW,Athletics,Athletics Men's Marathon,0.0,0.0,0.43103202920165273,0.0
Anatolii Crcu,MDA,Weightlifting,Weightlifting Men's Middle-Heavyweight,0.31708742694566394,0.0,0.0,0.0
Cristina Iovu,MDA,Weightlifting,Weightlifting Women's Featherweight,0.31708742694566394,0.0,0.0,0.0
Dan Olaru,MDA,Archery,Archery Men's Individual,0.0,0.0,0.0,0.43103202920165273
Dnil Artiomov,MDA,Swimming,Swimming Men's 100 metres Breaststroke,0.0,0.0,0.32343015432623784,0.0
Elena Popescu,MDA,Athletics,Athletics Women's 800 metres,0.0,0.0,0.0,0.43103202920165273
Iaroslav Musinschi,MDA,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.37609773036681365
Ion Luchianov,MDA,Athletics,"Athletics Men's 3,000 metres Steeplechase",0.0,0.0,0.0,0.24466338629777856
Ivan Remarenco,MDA,Judo,Judo Men's Middleweight,0.0,0.0,0.0,0.3319106777403963
Marina (-gladcenco),MDA,Shooting,"Shooting Women's Air Pistol, 10 metres",0.0,0.0,0.43103202920165273,0.0
Natalia (nijelscaia-),MDA,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.43103202920165273
Nicolai Ceban,MDA,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0.0,0.0,0.0,0.288911482498041
Oleg Berdos,MDA,Cycling,"Cycling Men's Road Race, Individual",0.0,0.0,0.39923259257683147,0.0
Olesea Cojuhari,MDA,Athletics,Athletics Women's 400 metres,0.0,0.0,0.0,0.43103202920165273
Roman Prodius,MDA,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.43103202920165273
Serghei Marghiev,MDA,Athletics,Athletics Men's Hammer Throw,0.0,0.0,0.0,0.43103202920165273
Sergiu Toma,MDA,Judo,Judo Men's Half-Middleweight,0.0,0.0,0.0,0.3319106777403963
Svetlana Saenco,MDA,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0.0,0.0,0.0,0.2321117382135594
Tatiana Chica,MDA,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.32343015432623784,0.0
Vasile Belous,MDA,Boxing,Boxing Men's Welterweight,0.0,0.0,0.0,0.20732393359127624
Zalina (-petrivskaya),MDA,Athletics,Athletics Women's Hammer Throw,0.0,0.0,0.0,0.37609773036681365
Afa Ismail,MDV,Athletics,Athletics Women's 100 metres,0.0,0.0,0.43103202920165273,0.0
Ahmed Husam,MDV,Swimming,Swimming Men's 100 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Aminath Shajan,MDV,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Azneem Ahmed,MDV,Athletics,Athletics Men's 100 metres,0.0,0.0,0.43103202920165273,0.0
Mohamed Rasheed,MDV,Badminton,Badminton Men's Singles,0.0,0.0,0.0,0.43103202920165273
Ada Arroyo,MEX,Archery,Archery Women's Team,0.0,0.0,0.0,0.14367734306721758
Ada Arroyo,MEX,Archery,Archery Women's Individual,0.3723654274927847,0.0,0.0,0.0
Alberto Halbinger,MEX,Equestrian,"Equestrian Mixed Jumping, Individual",0.0,0.0,0.0,0.37609773036681365
Alejandra Loza,MEX,Diving,Diving Women's Synchronized Platform,0.42712778829100967,0.0,0.0,0.0
Alejandra Trujillo,MEX,Archery,Archery Women's Individual,0.0,0.0,0.43103202920165273,0.0
Alejandra Trujillo,MEX,Archery,Archery Women's Team,0.0,0.0,0.0,0.14367734306721758
Alejandra Vzquez,MEX,Shooting,"Shooting Women's Air Pistol, 10 metres",0.0,0.0,0.43103202920165273,0.0
Alejandro Arroyo,MEX,Diving,Diving Men's Springboard,0.0,0.0,0.43103202920165273,0.0
Alexis Macas,MEX,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.0,0.0,0.43103202920165273,0.0
Arantxa Muz,MEX,Diving,Diving Women's Springboard,0.0,0.0,0.43103202920165273,0.0
Arturo Delgado,MEX,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.43103202920165273
Arturo Ferrer,MEX,Swimming,"Swimming Men's 1,500 metres Freestyle",0.0,0.0,0.0,0.32343015432623784
Carlos Gmez,MEX,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.37609773036681365
Carolina Hernndez,MEX,Diving,Diving Women's Platform,0.0,0.0,0.43103202920165273,0.0
Charetzeni Torres,MEX,Swimming,Swimming Women's 400 metres Freestyle,0.0,0.0,0.0,0.3146902172487469
Charetzeni Torres,MEX,Swimming,Swimming Women's 400 metres Individual Medley,0.0,0.0,0.0,0.3146902172487469
Christian Voight,MEX,Swimming,Swimming Men's 200 metres Breaststroke,0.0,0.0,0.0,0.32343015432623784
Claudia Vega,MEX,Triathlon,Triathlon Women's Olympic Distance,0.0,0.0,0.0,0.43103202920165273
Crisanto Valencia,MEX,Triathlon,Triathlon Men's Olympic Distance,0.0,0.0,0.0,0.43103202920165273
Daniel Barrn,MEX,Gymnastics,Gymnastics Men's Parallel Bars,0.0,0.0,0.38026604871014735,0.0
Daniel Barrn,MEX,Gymnastics,Gymnastics Men's Pommelled Horse,0.0,0.0,0.38026604871014735,0.0
Daniel Snchez,MEX,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.43103202920165273
Daniel Tanamachi,MEX,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.43103202920165273
David Cuevas,MEX,Sailing,Sailing Men's Windsurfer,0.0,0.0,0.0,0.1522673980961609
Debora Gonzlez,MEX,Rowing,Rowing Women's Single Sculls,0.0,0.0,0.0,0.2967229200086926
Diego Len,MEX,Taekwondo,Taekwondo Men's Flyweight,0.2853842753227308,0.0,0.0,0.0
Elsa Blancas,MEX,Gymnastics,Gymnastics Women's Floor Exercise,0.0,0.0,0.38026604871014735,0.0
Elsa Blancas,MEX,Gymnastics,Gymnastics Women's Balance Beam,0.0,0.0,0.38026604871014735,0.0
Erica Kane,MEX,Swimming,Swimming Women's 200 metres Individual Medley,0.0,0.0,0.0,0.32343015432623784
Erick Nuez,MEX,Taekwondo,Taekwondo Men's Featherweight,0.2853842753227308,0.0,0.0,0.0
Ever Olivares,MEX,Athletics,Athletics Men's 20 kilometres Walk,0.0,0.0,0.0,0.43103202920165273
Federico Senderos,MEX,Equestrian,"Equestrian Mixed Jumping, Individual",0.0,0.0,0.0,0.24466338629777856
Germn Snchez,MEX,Diving,Diving Men's Platform,0.0,0.0,0.0,0.37609773036681365
Germn Snchez,MEX,Diving,Diving Men's Synchronized Platform,0.42712778829100967,0.0,0.0,0.0
Guillermo Cervantes,MEX,Wrestling,"Wrestling Men's Lightweight, Freestyle",0.0,0.0,0.0,0.3117658536337936
Hector Rangel,MEX,Cycling,"Cycling Men's Road Race, Individual",0.39923259257683147,0.0,0.0,0.0
Heraclio Tern,MEX,Athletics,Athletics Men's 20 kilometres Walk,0.0,0.0,0.0,0.37609773036681365
Horacio Reza,MEX,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.0,0.37609773036681365
Ingrid Clouthier,MEX,Cycling,"Cycling Women's Road Race, Individual",0.39923259257683147,0.0,0.0,0.0
Isaac Olivares,MEX,Athletics,Athletics Men's 20 kilometres Walk,0.0,0.0,0.0,0.43103202920165273
Ivn Navarro,MEX,Diving,Diving Men's Platform,0.0,0.0,0.43103202920165273,0.0
Ivn Navarro,MEX,Diving,Diving Men's Synchronized Platform,0.42712778829100967,0.0,0.0,0.0
Jaime Romandia,MEX,Equestrian,"Equestrian Mixed Jumping, Individual",0.0,0.0,0.0,2.3212841402737677e-09
Jannet Pea,MEX,Taekwondo,Taekwondo Women's Flyweight,0.2853842753227308,0.0,0.0,0.0
Javier Segovia,MEX,Shooting,Shooting Men's Skeet,0.0,0.0,0.43103202920165273,0.0
Jesse Flores,MEX,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0.0,0.0,0.0,0.3117658536337936
Jos Blas,MEX,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.0,0.43103202920165273
Jos Gngora,MEX,Weightlifting,Weightlifting Men's Bantamweight,0.0,0.30038837530995427,0.0,0.0
Jos Quirino,MEX,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",0.0,0.0,0.0,0.41280651273068997
Jos Quirino,MEX,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0.0,0.0,0.0,0.36637122848348985
Jos Vargas,MEX,Athletics,Athletics Men's 200 metres,0.0,0.0,0.0,0.43103202920165273
Juan Constantino,MEX,Athletics,"Athletics Men's 10,000 metres",0.0,0.0,0.0,0.43103202920165273
Juan Gutirrez,MEX,Archery,Archery Men's Individual,0.0,0.0,0.0,0.24466338629777856
Juan Gutirrez,MEX,Archery,Archery Men's Team,0.0,0.0,0.0,0.08155446209925953
Juan Nieves,MEX,Athletics,"Athletics Men's 5,000 metres",0.0,0.0,0.0,0.37609773036681365
Julin Gallegos,MEX,Diving,Diving Men's Synchronized Springboard,0.0,0.0,0.43103202920165273,0.0
Karina Delgado,MEX,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.37609773036681365
Laura Soto,MEX,Diving,Diving Women's Springboard,0.3742297085999906,0.0,0.0,0.0
Liliana Lpez,MEX,Swimming,Swimming Women's 100 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Liliana Lpez,MEX,Swimming,Swimming Women's 200 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Lizeth Santos,MEX,Swimming,Swimming Women's 10 kilometres Open Water,0.0,0.0,0.0,0.32343015432623784
Luis Morales,MEX,Athletics,Athletics Men's Long Jump,0.0,0.0,0.0,0.43103202920165273
Luis Murillo,MEX,Archery,Archery Men's Individual,0.0,0.0,0.43103202920165273,0.0
Luis Murillo,MEX,Archery,Archery Men's Team,0.0,0.0,0.0,0.14367734306721758
Luis Snchez,MEX,Archery,Archery Men's Individual,0.0,0.0,0.0,0.37609773036681365
Luis Snchez,MEX,Archery,Archery Men's Team,0.0,0.0,0.0,0.14367734306721758
Luz Valdez,MEX,Weightlifting,Weightlifting Women's Middleweight,0.0,0.0,0.29949897599859965,0.0
Mara Espinoza,MEX,Taekwondo,Taekwondo Women's Heavyweight,0.30093538150464194,0.0,0.0,0.0
Mara Ramrez,MEX,Swimming,Swimming Women's 100 metres Backstroke,0.0,0.0,0.0,0.32343015432623784
Mara Ramrez,MEX,Swimming,Swimming Women's 200 metres Backstroke,0.0,0.0,0.0,0.3146902172487469
Mariana Martnez,MEX,Archery,Archery Women's Individual,0.0,0.3742297085999906,0.0,0.0
Mariana Martnez,MEX,Archery,Archery Women's Team,0.0,0.0,0.0,0.14367734306721758
Marisol Rosales,MEX,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.43103202920165273
Mnica Solarzano,MEX,Athletics,Athletics Women's 20 kilometres Walk,0.0,0.0,0.0,0.43103202920165273
Nabor Prez,MEX,Judo,Judo Men's Extra-Lightweight,0.0,0.0,0.3319106777403963,0.0
Nicols Martnez,MEX,Equestrian,"Equestrian Mixed Jumping, Individual",0.0,0.0,0.0,0.43103202920165273
Omar Lon,MEX,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.0,0.43103202920165273
Paola Snchez,MEX,Diving,Diving Women's Platform,0.0,0.0,0.0,0.24466338629777856
Paola Snchez,MEX,Diving,Diving Women's Synchronized Platform,0.2417300481024447,0.0,0.0,0.0
Patricia Miyamoto,MEX,Swimming,Swimming Women's 800 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Patrick Salas,MEX,Rowing,Rowing Men's Single Sculls,0.0,0.0,0.0,0.2970750108897075
Ricardo Valds,MEX,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.42303089747697953,0.0
Rita Muoz,MEX,Swimming,Swimming Women's 200 metres Butterfly,0.0,0.0,0.0,0.32343015432623784
Rosa Rocamontes,MEX,Shooting,"Shooting Women's Air Rifle, 10 metres",0.0,0.0,0.43103202920165273,0.0
Sandra Reyes,MEX,Athletics,"Athletics Women's 5,000 metres",0.0,0.0,0.0,0.43103202920165273
Stephen Villareal,MEX,Athletics,Athletics Men's Shot Put,0.0,0.0,0.0,0.43103202920165273
Tamara Arroyos,MEX,Modern Pentathlon,Modern Pentathlon Women's Individual,0.0,0.0,0.0,0.43103202920165273
Tania Wolf,MEX,Sailing,Sailing Women's One Person Dinghy,0.0,0.0,0.0,0.1522673980961609
Vanessa Barreto,MEX,Judo,Judo Women's Heavyweight,0.0,0.0,0.0,0.29056090140073376
Victoria Enrquez,MEX,Badminton,Badminton Women's Singles,0.0,0.0,0.0,0.43103202920165273
Yadira Llorente,MEX,Table Tennis,Table Tennis Women's Singles,0.0,0.0,0.0,0.37609773036681365
Yahel Huerta,MEX,Diving,Diving Men's Springboard,0.0,0.0,0.0,0.37609773036681365
Yahel Huerta,MEX,Diving,Diving Men's Synchronized Springboard,0.0,0.0,0.43103202920165273,0.0
rsula Garate,MEX,Fencing,"Fencing Women's Sabre, Individual",0.0,0.0,0.0,0.43103202920165273
scar Carrillo,MEX,Modern Pentathlon,Modern Pentathlon Men's Individual,0.0,0.0,0.0,0.37609773036681365
scar Casillas,MEX,Boxing,Boxing Men's Welterweight,0.0,0.0,0.20732393359127624,0.0
scar Fierro,MEX,Boxing,Boxing Men's Bantamweight,0.0,0.0,0.0,0.19910561243940175
Andryein Tamir,MGL,Swimming,Swimming Men's 100 metres Freestyle,0.0,0.0,0.0,0.2915974890965672
Bat-Ochiryn Ser-od,MGL,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.24466338629777856
Bayaraagiin Naranbaatar,MGL,Wrestling,"Wrestling Men's Featherweight, Freestyle",0.0,0.0,0.0,0.2321117382135594
Bishindeegiin Urantungalag,MGL,Archery,Archery Women's Individual,0.0,0.0,0.0,0.43103202920165273
Byambyn Tvshinbat,MGL,Boxing,Boxing Men's Welterweight,0.0,0.0,0.0,0.20732393359127624
Davaadorjiin Tmrkhleg,MGL,Judo,Judo Men's Extra-Lightweight,0.0,0.0,0.0,0.3319106777403963
Davaasukhiin Otgontsetseg,MGL,Wrestling,"Wrestling Women's Flyweight, Freestyle",0.0,0.0,0.3117658536337936,0.0
Dorjsurengiin Sumiya,MGL,Judo,Judo Women's Lightweight,0.0,0.0,0.0,0.3319106777403963
Gantumriin Oyungerel,MGL,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.32343015432623784,0.0
Jantsangiin Gantgs,MGL,Archery,Archery Men's Individual,0.0,0.0,0.0,0.43103202920165273
Jargalsaikhany Chuluunbat,MGL,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0.0,0.0,0.3117658536337936,0.0
Khashbaataryn Tsagaanbaatar,MGL,Judo,Judo Men's Half-Lightweight,0.0,0.0,0.0,0.3319106777403963
Luvsanlkhndeviin Otgonbayar,MGL,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.24466338629777856
Mnkhbaataryn Bundmaa,MGL,Judo,Judo Women's Half-Lightweight,0.0,0.0,0.0,0.3204967131845633
Mnkhbatyn Urantsetseg,MGL,Judo,Judo Women's Extra-Lightweight,0.0,0.0,0.0,0.3319106777403963
Naidangiin Tvshinbayar,MGL,Judo,Judo Men's Half-Heavyweight,0.0,0.386736344540954,0.0,0.0
Nyambayaryn Tgstsogt,MGL,Boxing,Boxing Men's Flyweight,0.0,0.0,0.0,0.2711203734671966
Nyantayn Bayaraa,MGL,Shooting,"Shooting Men's Air Rifle, 10 metres",0.0,0.0,0.43103202920165273,0.0
Nyantayn Bayaraa,MGL,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.0,0.0,0.43103202920165273,0.0
Nyantayn Bayaraa,MGL,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.0,0.0,0.43103202920165273,0.0
Ochirbatyn Burmaa,MGL,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0.0,0.0,0.0,0.2321117382135594
Orgodolyn Itmen,MGL,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,0.3117658536337936,0.0
Otryadyn Gndegmaa,MGL,Shooting,"Shooting Women's Air Pistol, 10 metres",0.0,0.0,0.0,0.0006076485030925537
Otryadyn Gndegmaa,MGL,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0.0006076485030925537,0.0,0.0,0.0
Prevdorjin Serdamba,MGL,Boxing,Boxing Men's Light-Flyweight,0.0,0.0,0.0,0.19910561243940175
Prevjargalyn Lkhamdegd,MGL,Judo,Judo Women's Half-Heavyweight,0.0,0.0,0.0,0.3204967131845633
Purevjavyn Nrbat,MGL,Wrestling,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,0.3117658536337936,0.0
Saynjargalyn Nyam-ochir,MGL,Judo,Judo Men's Lightweight,0.0,0.0,0.36485881301644024,0.0
Sndeviin Byambatseren,MGL,Wrestling,"Wrestling Women's Lightweight, Freestyle",0.0,0.0,0.3117658536337936,0.0
Soronzonboldyn Battsetseg,MGL,Wrestling,"Wrestling Women's Middleweight, Freestyle",0.35466491937193567,0.0,0.0,0.0
Tsedevsurengiin Mnkhzaya,MGL,Judo,Judo Women's Half-Middleweight,0.0,0.0,0.0,0.3319106777403963
Uranchimegiin Mnkh-erdene,MGL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.2286763387059662,0.0
Ann-Marie Hepler,MHL,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Giordan Harris,MHL,Swimming,Swimming Men's 50 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Haley Nemra,MHL,Athletics,Athletics Women's 800 metres,0.0,0.0,0.0,0.37609773036681365
Timi Garstang,MHL,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.43103202920165273
Hristina Risteska,MKD,Athletics,Athletics Women's 400 metres,0.0,0.0,0.43103202920165273,0.0
Kristijan Efremov,MKD,Athletics,Athletics Men's 400 metres,0.0,0.0,0.43103202920165273,0.0
Marko Blaevski,MKD,Swimming,Swimming Men's 400 metres Individual Medley,0.0,0.0,0.0,0.32343015432623784
Simona Marinova,MKD,Swimming,Swimming Women's 800 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Daba Keita,MLI,Taekwondo,Taekwondo Men's Heavyweight,0.0,0.0,0.0,0.2647204392306801
Fatoumata Samasskou,MLI,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Mamadou Soumare,MLI,Swimming,Swimming Men's 100 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Moussa Camara,MLI,Athletics,Athletics Men's 800 metres,0.0,0.0,0.0,0.43103202920165273
Oumar Kone,MLI,Judo,Judo Men's Half-Heavyweight,0.0,0.0,0.0,0.3319106777403963
Rahamatou Dram,MLI,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.43103202920165273
Andrew Chetcuti,MLT,Swimming,Swimming Men's 100 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Diane Borg,MLT,Athletics,Athletics Women's 100 metres,0.0,0.0,0.43103202920165273,0.0
Nicola Muscat,MLT,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Rachid Chouhal,MLT,Athletics,Athletics Men's 100 metres,0.0,0.0,0.43103202920165273,0.0
William Chetcuti,MLT,Shooting,Shooting Men's Double Trap,0.0,0.0,0.0,0.24466338629777856
Boko Drakovi,MNE,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.20732393359127624
Danijel Furtula,MNE,Athletics,Athletics Men's Discus Throw,0.0,0.0,0.0,0.43103202920165273
Milivoj Duki,MNE,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.42303089747697953
Nikola Aranovi,MNE,Shooting,"Shooting Men's Air Pistol, 10 metres",0.0,0.0,0.0,0.37609773036681365
Nikola Aranovi,MNE,Shooting,"Shooting Men's Free Pistol, 50 metres",0.0,0.0,0.0,0.37609773036681365
Slaana (-pejovi-),MNE,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.43103202920165273
Sran Mrvaljevi,MNE,Judo,Judo Men's Half-Middleweight,0.0,0.0,0.0,0.3204967131845633
Anglique Trinquier,MON,Swimming,Swimming Women's 100 metres Backstroke,0.0,0.0,0.32343015432623784,0.0
Brice Ets,MON,Athletics,Athletics Men's 800 metres,0.0,0.0,0.0,0.43103202920165273
Damien Lerale,MON,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.42303089747697953
Herv Banti,MON,Triathlon,Triathlon Men's Olympic Distance,0.0,0.0,0.0,0.43103202920165273
Mathias Raymond,MON,Rowing,Rowing Men's Single Sculls,0.0,0.0,0.0,0.2970750108897075
Yann Siccardi,MON,Judo,Judo Men's Extra-Lightweight,0.0,0.0,0.0,0.3204967131845633
Chakyl Camal,MOZ,Swimming,Swimming Men's 50 metres Freestyle,0.0,0.0,0.0,0.3146902172487469
Jessica Vieira,MOZ,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Juliano Mquina,MOZ,Boxing,Boxing Men's Light-Flyweight,0.0,0.0,0.0,0.20732393359127624
Kurt Couto,MOZ,Athletics,Athletics Men's 400 metres Hurdles,0.0,0.0,0.0,0.24466338629777856
Neuso Sigauque,MOZ,Judo,Judo Men's Extra-Lightweight,0.0,0.0,0.0,0.3319106777403963
Silvia Panguana,MOZ,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.43103202920165273,0.0
Aurlie Halbwachs,MRI,Cycling,"Cycling Women's Road Race, Individual",0.0,0.0,0.0,0.33253651253070954
Fabienne Louis,MRI,Triathlon,Triathlon Women's Olympic Distance,0.0,0.0,0.0,0.43103202920165273
Heather Arseth,MRI,Swimming,Swimming Women's 200 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Jason Lavigilante,MRI,Boxing,Boxing Men's Flyweight,0.0,0.0,0.20732393359127624,0.0
Louis Coiffic,MRI,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.43103202920165273
Louis Colin,MRI,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.19910561243940175
Marie Lascar,MRI,Athletics,Athletics Women's 800 metres,0.0,0.0,0.0,0.37609773036681365
Marie Legentil,MRI,Judo,Judo Women's Half-Lightweight,0.0,0.0,0.0,0.3319106777403963
Mathieu Marquet,MRI,Swimming,Swimming Men's 200 metres Freestyle,0.0,0.0,0.32343015432623784,0.0
Aicha Fall,MTN,Athletics,Athletics Women's 800 metres,0.0,0.0,0.43103202920165273,0.0
Jidou El-moctar,MTN,Athletics,Athletics Men's 200 metres,0.0,0.0,0.43103202920165273,0.0
Aung Aye,MYA,Judo,Judo Women's Half-Heavyweight,0.0,0.0,0.0,0.3319106777403963
Kyu Maung,MYA,Shooting,"Shooting Men's Air Pistol, 10 metres",0.0,0.0,0.0,0.43103202920165273
Nay Aung,MYA,Archery,Archery Men's Individual,0.0,0.0,0.0,0.37609773036681365
San Lar,MYA,Athletics,Athletics Women's Marathon,0.0,0.0,0.43103202920165273,0.0
Thet Win,MYA,Athletics,Athletics Men's 400 metres,0.0,0.0,0.43103202920165273,0.0
Zin Shwe,MYA,Rowing,Rowing Women's Single Sculls,0.0,0.0,0.0,0.2970750108897075
Beata Naigambo,NAM,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.37609773036681365
Dan Craven,NAM,Cycling,"Cycling Men's Road Race, Individual",0.0,0.0,0.0,0.39923259257683147
Gaby Ahrens,NAM,Shooting,Shooting Women's Trap,0.0,0.0,0.0,0.37609773036681365
Helalia Johannes,NAM,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.37609773036681365
Jonas Matheus,NAM,Boxing,Boxing Men's Bantamweight,0.0,0.0,0.0,0.20732393359127624
Marc Bassingthwaighte,NAM,Cycling,"Cycling Men's Mountainbike, Cross-Country",0.0,0.0,0.0,0.39923259257683147
Mujandjae Kasuto,NAM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.20732393359127624
Naatele Shilimela,NAM,Wrestling,"Wrestling Men's Featherweight, Freestyle",0.0,0.0,0.0,0.3117658536337936
Tjipekapora Herunga,NAM,Athletics,Athletics Women's 400 metres,0.0,0.0,0.43103202920165273,0.0
Dalia Zamora,NCA,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,0.32343015432623784
Edgar Espinoza,NCA,Athletics,Athletics Men's 800 metres,0.0,0.0,0.43103202920165273,0.0
Ingrid Narvaez,NCA,Athletics,Athletics Women's 400 metres,0.0,0.0,0.43103202920165273,0.0
Lucia Gomez,NCA,Weightlifting,Weightlifting Women's Middleweight,0.0,0.0,0.0,0.30038837530995427
Osmar Amador,NCA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.20732393359127624
Yasser Mungua,NCA,Swimming,Swimming Men's 100 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Andrea Lenders,NED,Gymnastics,Gymnastics Women's Individual,0.0,0.0,0.0,0.15839628003049455
Andrew Heffernan,NED,Equestrian,"Equestrian Mixed Three-Day Event, Individual",0.0,0.0,0.0,0.21551601460082637
Annemiek Vleuten,NED,Cycling,"Cycling Women's Road Race, Individual",0.0,0.0,0.0,0.39923259257683147
Annemieke Bes,NED,Sailing,Sailing Women's Three Person Keelboat,0.0,0.0,0.0,0.10468638199602985
Bas Verwijlen,NED,Fencing,"Fencing Men's epee, Individual",0.0,0.0,0.0,0.37609773036681365
Bastiaan Lijesen,NED,Swimming,Swimming Men's 100 metres Backstroke,0.0,0.0,0.0,0.32343015432623784
Birgit Ente,NED,Judo,Judo Women's Extra-Lightweight,0.0,0.0,0.3319106777403963,0.0
Churandy Martina,NED,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.24466338629777856
Churandy Martina,NED,Athletics,Athletics Men's 200 metres,0.0,0.0,0.0,0.37609773036681365
Cline Gerner,NED,Gymnastics,Gymnastics Women's Individual All-Around,0.0,0.0,0.38026604871014735,0.0
Cline Gerner,NED,Gymnastics,Gymnastics Women's Floor Exercise,0.0,0.0,0.38026604871014735,0.0
Cline Gerner,NED,Gymnastics,Gymnastics Women's Uneven Bars,0.0,0.0,0.38026604871014735,0.0
Cline Gerner,NED,Gymnastics,Gymnastics Women's Balance Beam,0.0,0.0,0.38026604871014735,0.0
Dafne Schippers,NED,Athletics,Athletics Women's Heptathlon,0.0,0.0,0.0,0.43103202920165273
Daxenos Elmont,NED,Judo,Judo Men's Lightweight,0.0,0.0,0.3319106777403963,0.0
Dion Dreesens,NED,Swimming,Swimming Men's 200 metres Freestyle,0.0,0.0,0.0,0.32343015432623784
Dorian Rijsselberge,NED,Sailing,Sailing Men's Windsurfer,0.41415415492993574,0.0,0.0,0.0
