NOC,Sport,Event,Division,1992,1996,2000,2004,2008,2012,2016,2020,2024
SWE,Equestrian,"Equestrian Mixed Dressage, Team",1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Dressage, Team",2,0.0,0.0,2.0,0.0,0.0,2.0,3.0,,
SWE,Equestrian,"Equestrian Mixed Dressage, Team",3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Dressage, Team",4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Jumping, Individual",1,0.0,2.0,2.0,1.0,1.0,2.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Jumping, Team",1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Jumping, Team",2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Jumping, Team",3,0.0,0.0,0.0,3.0,0.0,2.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Jumping, Team",4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Three-Day Event, Individual",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,
SWE,Equestrian,"Equestrian Mixed Three-Day Event, Individual",2,0.0,0.0,2.0,2.0,2.0,3.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Three-Day Event, Individual",3,0.0,0.0,0.0,0.0,3.0,0.0,2.0,,
SWE,Equestrian,"Equestrian Mixed Three-Day Event, Team",1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,
SWE,Equestrian,"Equestrian Mixed Three-Day Event, Team",2,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,
SWE,Equestrian,"Equestrian Mixed Three-Day Event, Team",3,0.0,3.0,0.0,0.0,2.0,2.0,1.0,,
SWE,Equestrian,Eventing Individual,1,,,,,,,,0.0,3.0
SWE,Equestrian,Eventing Team,1,,,,,,,,0.0,0.0
SWE,Equestrian,Eventing Team,3,,,,,,,,0.0,0.0
SWE,Equestrian,Eventing Team,4,,,,,,,,0.0,4.0
SWE,Equestrian,Jumping Individual,1,,,,,,,,0.0,1.0
SWE,Equestrian,Jumping Team,1,,,,,,,,0.0,0.0
SWE,Equestrian,Jumping Team,3,,,,,,,,0.0,0.0
SWE,Fencing,"Fencing Men's Foil, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Fencing,"Fencing Men's epee, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Fencing,"Fencing Men's epee, Team",5,0.0,0.0,0.0,0.0,0.0,,0.0,,
SWE,Fencing,"Fencing Women's epee, Individual",1,,0.0,0.0,0.0,1.0,0.0,0.0,,
SWE,Football,Football Men's Football,15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,
SWE,Football,Football Men's Football,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Football,Football Women's Football,16,,0.0,11.0,0.0,0.0,16.0,0.0,,
SWE,Football,Football Women's Football,17,,0.0,0.0,17.0,11.0,0.0,0.0,,
SWE,Football,Football Women's Football,18,,0.0,0.0,0.0,0.0,0.0,18.0,,
SWE,Football,Women Team,22,,,,,,,,0.0,
SWE,Golf,Golf Men's Individual,1,,,,,,,0.0,,
SWE,Golf,Golf Women's Individual,1,,,,,,,0.0,,
SWE,Golf,Men's Individual Stroke Play,1,,,,,,,,0.0,1.0
SWE,Golf,Women's Individual Stroke Play,1,,,,,,,,0.0,2.0
SWE,Gymnastics,Gymnastics Men's Floor Exercise,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Men's Horizontal Bar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Men's Horse Vault,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Men's Individual All-Around,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Men's Parallel Bars,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Men's Pommelled Horse,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Men's Rings,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Women's Balance Beam,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
SWE,Gymnastics,Gymnastics Women's Floor Exercise,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
SWE,Gymnastics,Gymnastics Women's Horse Vault,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
SWE,Gymnastics,Gymnastics Women's Individual All-Around,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
SWE,Gymnastics,Gymnastics Women's Uneven Bars,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
SWE,Gymnastics,Men's All-Around,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Men's Floor Exercise,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Men's Horizontal Bar,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Men's Parallel Bars,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Men's Pommel Horse,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Men's Rings,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Men's Vault,1,,,,,,,,0.0,0.0
SWE,Gymnastics,Women's Uneven Bars,1,,,,,,,,0.0,0.0
SWE,Handball,Handball Men's Handball,14,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,
SWE,Handball,Handball Men's Handball,15,0.0,0.0,15.0,0.0,0.0,0.0,15.0,,
SWE,Handball,Handball Men's Handball,16,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Handball,Handball Women's Handball,15,0.0,0.0,0.0,0.0,15.0,7.0,11.0,,
SWE,Handball,Men,1,,,,,,,,,0.0
SWE,Handball,Men Team,15,,,,,,,,0.0,
SWE,Handball,Women,1,,,,,,,,,0.0
SWE,Handball,Women Team,15,,,,,,,,0.0,
SWE,Judo,Judo Men's Half-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
SWE,Judo,Judo Men's Half-Lightweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Judo,Judo Men's Half-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
SWE,Judo,Judo Men's Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Judo,Judo Men's Middleweight,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
SWE,Judo,Judo Women's Half-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Judo,Judo Women's Half-Lightweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
SWE,Judo,Judo Women's Half-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
SWE,Judo,Judo Women's Lightweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Judo,Men -73 kg,1,,,,,,,,0.0,0.0
SWE,Judo,Men -81 kg,1,,,,,,,,0.0,0.0
SWE,Judo,Men -90 kg,1,,,,,,,,0.0,0.0
SWE,Judo,Women -48 kg,1,,,,,,,,0.0,1.0
SWE,Judo,Women -70 kg,1,,,,,,,,0.0,0.0
SWE,Marathon Swimming,Men's 10km,1,,,,,,,,0.0,1.0
SWE,Marathon Swimming,Men's 1500m Freestyle,1,,,,,,,,,0.0
SWE,Marathon Swimming,Men's 400m Freestyle,1,,,,,,,,,0.0
SWE,Marathon Swimming,Men's 800m Freestyle,1,,,,,,,,,0.0
SWE,Modern Pentathlon,Modern Pentathlon Men's Individual,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
SWE,Modern Pentathlon,Modern Pentathlon Men's Team,3,0.0,,,,,,,,
SWE,Modern Pentathlon,Modern Pentathlon Women's Individual,1,,,0.0,0.0,0.0,0.0,0.0,,
SWE,Modern Pentathlon,Women's Individual,1,,,,,,,,0.0,1.0
SWE,Rowing,Rowing Men's Double Sculls,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Rowing,Rowing Men's Lightweight Double Sculls,2,,0.0,2.0,0.0,0.0,0.0,0.0,,
SWE,Rowing,Rowing Men's Quadruple Sculls,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Rowing,Rowing Men's Single Sculls,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWE,Rowing,Rowing Women's Lightweight Double Sculls,2,,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Rowing,Rowing Women's Single Sculls,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
SWE,Rowing,Women's Single Sculls,1,,,,,,,,0.0,0.0
SWE,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,1,,,,,,,,0.0,
SWE,Sailing,Men's One Person Dinghy - Laser,1,,,,,,,,0.0,
SWE,Sailing,Men's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
SWE,Sailing,Mixed Dinghy,1,,,,,,,,,0.0
SWE,Sailing,Mixed Multihull,1,,,,,,,,,0.0
SWE,Sailing,Mixed Multihull - Nacra 17 Foiling Team,1,,,,,,,,0.0,
SWE,Sailing,Sailing Men's One Person Dinghy,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,
SWE,Sailing,Sailing Men's One Person Heavyweight Dinghy,1,,,,,,0.0,1.0,,
SWE,Sailing,Sailing Men's Skiff,1,,,,,,0.0,0.0,,
SWE,Sailing,Sailing Men's Two Person Dinghy,1,0.0,2.0,2.0,1.0,2.0,0.0,1.0,,
SWE,Sailing,Sailing Men's Two Person Keelboat,1,,,,0.0,0.0,1.0,,,
SWE,Sailing,Sailing Men's Windsurfer,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Sailing,Sailing Mixed Multihull,1,0.0,2.0,1.0,1.0,0.0,,0.0,,
SWE,Sailing,Sailing Mixed One Person Dinghy,1,,0.0,1.0,0.0,1.0,,,,
SWE,Sailing,Sailing Mixed Skiff,1,,,0.0,0.0,2.0,,,,
SWE,Sailing,Sailing Mixed Three Person Keelboat,3,0.0,0.0,2.0,,,,,,
SWE,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,1,0.0,,,,,,,,
SWE,Sailing,Sailing Mixed Two Person Keelboat,1,0.0,0.0,2.0,,,,,,
SWE,Sailing,Sailing Women's One Person Dinghy,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,
SWE,Sailing,Sailing Women's Skiff,1,,,,,,,0.0,,
SWE,Sailing,Sailing Women's Three Person Keelboat,3,,,,0.0,0.0,3.0,,,
SWE,Sailing,Sailing Women's Two Person Dinghy,1,0.0,2.0,1.0,2.0,0.0,2.0,0.0,,
SWE,Sailing,Sailing Women's Windsurfer,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Sailing,Women's Dinghy,1,,,,,,,,,0.0
SWE,Sailing,Women's One Person Dinghy - Laser Radial,1,,,,,,,,0.0,
SWE,Sailing,Women's Skiff,1,,,,,,,,,0.0
SWE,Sailing,Women's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
SWE,Sailing,Women's Windsurfing,1,,,,,,,,,0.0
SWE,Shooting,10m Air Rifle Men,1,,,,,,,,0.0,2.0
SWE,Shooting,25m Pistol Women,1,,,,,,,,0.0,1.0
SWE,Shooting,50m Rifle 3 Positions Men,1,,,,,,,,0.0,2.0
SWE,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,"Shooting Men's Air Rifle, 10 metres",1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,
SWE,Shooting,Shooting Men's Double Trap,1,,0.0,1.0,1.0,0.0,0.0,0.0,,
SWE,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,"Shooting Men's Running Target, 10 metres",1,0.0,0.0,0.0,2.0,,,,,
SWE,Shooting,Shooting Men's Skeet,1,,0.0,1.0,0.0,0.0,2.0,0.0,,
SWE,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,
SWE,Shooting,Shooting Men's Trap,1,,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,Shooting Mixed Skeet,1,0.0,,,,,,,,
SWE,Shooting,Shooting Mixed Trap,1,0.0,,,,,,,,
SWE,Shooting,"Shooting Women's Air Pistol, 10 metres",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,Shooting Women's Double Trap,1,,0.0,1.0,0.0,,,,,
SWE,Shooting,Shooting Women's Skeet,1,,,0.0,0.0,1.0,1.0,0.0,,
SWE,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,Shooting Women's Trap,1,,,0.0,0.0,0.0,0.0,0.0,,
SWE,Shooting,Skeet Men,1,,,,,,,,0.0,1.0
SWE,Shooting,Skeet Mixed Team,1,,,,,,,,,0.0
SWE,Shooting,Skeet Women,1,,,,,,,,0.0,1.0
SWE,Shooting,Trap Men,1,,,,,,,,0.0,1.0
SWE,Skateboarding,Men's Park,1,,,,,,,,0.0,1.0
SWE,Swimming,Men's 100m Breaststroke,1,,,,,,,,0.0,0.0
SWE,Swimming,Men's 100m Freestyle,1,,,,,,,,0.0,1.0
SWE,Swimming,Men's 1500m Freestyle,1,,,,,,,,0.0,0.0
SWE,Swimming,Men's 200m Breaststroke,1,,,,,,,,0.0,0.0
SWE,Swimming,Men's 200m Freestyle,1,,,,,,,,0.0,0.0
SWE,Swimming,Men's 4 x 100m Freestyle Relay,1,,,,,,,,,0.0
SWE,Swimming,Men's 50m Freestyle,1,,,,,,,,0.0,0.0
SWE,Swimming,Men's 800m Freestyle,1,,,,,,,,0.0,0.0
SWE,Swimming,Mixed 4 x 100m Medley Relay,1,,,,,,,,,0.0
SWE,Swimming,Relay Only Athlete,1,,,,,,,,,0.0
SWE,Swimming,Swimming Men's 100 metres Backstroke,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 100 metres Breaststroke,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,
SWE,Swimming,Swimming Men's 100 metres Butterfly,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 100 metres Freestyle,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 200 metres Breaststroke,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,
SWE,Swimming,Swimming Men's 200 metres Butterfly,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 200 metres Freestyle,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 200 metres Individual Medley,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
SWE,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,4,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 4 x 100 metres Medley Relay,4,0.0,0.0,4.0,0.0,4.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 400 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 400 metres Individual Medley,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Women's 10 kilometres Open Water,1,,,,,0.0,0.0,0.0,,
SWE,Swimming,Swimming Women's 100 metres Backstroke,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,
SWE,Swimming,Swimming Women's 100 metres Breaststroke,1,0.0,2.0,1.0,0.0,2.0,1.0,1.0,,
SWE,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,
SWE,Swimming,Swimming Women's 100 metres Freestyle,1,0.0,1.0,2.0,2.0,0.0,1.0,0.0,,
SWE,Swimming,Swimming Women's 200 metres Breaststroke,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,,
SWE,Swimming,Swimming Women's 200 metres Butterfly,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
SWE,Swimming,Swimming Women's 200 metres Freestyle,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,
SWE,Swimming,Swimming Women's 200 metres Individual Medley,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
SWE,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,4,0.0,4.0,0.0,0.0,4.0,3.0,0.0,,
SWE,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,5,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,
SWE,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Women's 4 x 100 metres Medley Relay,4,0.0,4.0,2.0,0.0,4.0,3.0,1.0,,
SWE,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,4,,0.0,0.0,0.0,3.0,0.0,3.0,,
SWE,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,5,,0.0,0.0,5.0,0.0,0.0,0.0,,
SWE,Swimming,Swimming Women's 400 metres Freestyle,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWE,Swimming,Swimming Women's 400 metres Individual Medley,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
SWE,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,
SWE,Swimming,Swimming Women's 800 metres Freestyle,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWE,Swimming,Women's 100m Backstroke,1,,,,,,,,0.0,0.0
SWE,Swimming,Women's 100m Breaststroke,1,,,,,,,,0.0,0.0
SWE,Swimming,Women's 100m Butterfly,1,,,,,,,,0.0,0.0
SWE,Swimming,Women's 100m Freestyle,1,,,,,,,,0.0,0.0
SWE,Swimming,Women's 200m Breaststroke,1,,,,,,,,0.0,0.0
SWE,Swimming,Women's 4 x 100m Freestyle Relay,1,,,,,,,,,0.0
SWE,Swimming,Women's 4 x 100m Freestyle Relay Team,5,,,,,,,,0.0,
SWE,Swimming,Women's 4 x 100m Medley Relay,1,,,,,,,,,0.0
SWE,Swimming,Women's 4 x 100m Medley Relay Team,4,,,,,,,,0.0,
SWE,Swimming,Women's 50m Freestyle,1,,,,,,,,0.0,0.0
SWE,Table Tennis,Men's Singles,1,,,,,,,,0.0,2.0
SWE,Table Tennis,Men's Team,3,,,,,,,,0.0,2.0
SWE,Table Tennis,Mixed Doubles,1,,,,,,,,,0.0
SWE,Table Tennis,Table Tennis Men's Doubles,2,0.0,2.0,1.0,0.0,,,,,
SWE,Table Tennis,Table Tennis Men's Singles,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,
SWE,Table Tennis,Table Tennis Men's Team,3,,,,,0.0,0.0,2.0,,
SWE,Table Tennis,Table Tennis Women's Doubles,2,0.0,2.0,0.0,0.0,,,,,
SWE,Table Tennis,Table Tennis Women's Singles,1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,
SWE,Table Tennis,Women's Singles,1,,,,,,,,0.0,2.0
SWE,Table Tennis,Women's Team,3,,,,,,,,0.0,3.0
SWE,Taekwondo,Taekwondo Men's Flyweight,1,,,0.0,0.0,0.0,1.0,0.0,,
SWE,Taekwondo,Taekwondo Men's Heavyweight,1,,,0.0,0.0,0.0,0.0,0.0,,
SWE,Taekwondo,Taekwondo Men's Welterweight,1,,,0.0,0.0,0.0,0.0,0.0,,
SWE,Taekwondo,Taekwondo Women's Featherweight,1,,,0.0,0.0,0.0,0.0,1.0,,
SWE,Taekwondo,Taekwondo Women's Flyweight,1,,,0.0,0.0,1.0,0.0,0.0,,
SWE,Taekwondo,Taekwondo Women's Heavyweight,1,,,0.0,0.0,1.0,0.0,0.0,,
SWE,Taekwondo,Taekwondo Women's Welterweight,1,,,0.0,0.0,0.0,1.0,0.0,,
SWE,Tennis,Tennis Men's Doubles,2,0.0,2.0,1.0,2.0,2.0,2.0,0.0,,
SWE,Tennis,Tennis Men's Singles,1,0.0,2.0,4.0,2.0,0.0,0.0,0.0,,
SWE,Tennis,Tennis Mixed Doubles,1,,,,,,0.0,0.0,,
SWE,Tennis,Tennis Women's Doubles,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Tennis,Tennis Women's Singles,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,
SWE,Tennis,Women's Singles,1,,,,,,,,0.0,0.0
SWE,Triathlon,Triathlon Men's Olympic Distance,1,,,0.0,0.0,0.0,0.0,0.0,,
SWE,Triathlon,Triathlon Women's Olympic Distance,1,,,0.0,0.0,1.0,0.0,0.0,,
SWE,Triathlon,Women's Individual,1,,,,,,,,0.0,1.0
SWE,Weightlifting,Weightlifting Men's Heavyweight I,1,0.0,0.0,,,,,,,
SWE,Weightlifting,Weightlifting Men's Heavyweight II,1,0.0,0.0,,,,,,,
SWE,Weightlifting,Weightlifting Men's Lightweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Weightlifting,Weightlifting Men's Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Weightlifting,Weightlifting Men's Super-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Weightlifting,Weightlifting Women's Lightweight,1,,,0.0,0.0,0.0,0.0,1.0,,
SWE,Weightlifting,Women's 76kg,1,,,,,,,,0.0,
SWE,Wrestling,Men's Greco-Roman 77kg,1,,,,,,,,0.0,0.0
SWE,Wrestling,Women's Freestyle 53kg,1,,,,,,,,0.0,1.0
SWE,Wrestling,Women's Freestyle 62kg,1,,,,,,,,0.0,1.0
SWE,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWE,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,
SWE,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",1,0.0,0.0,,,,,,,
SWE,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,
SWE,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0.0,1.0,0.0,0.0,0.0,0.0,,,
SWE,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
SWE,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,
SWE,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
SWE,Wrestling,"Wrestling Women's Featherweight, Freestyle",1,,,,,,,0.0,,
SWE,Wrestling,"Wrestling Women's Flyweight, Freestyle",1,,,,0.0,1.0,0.0,0.0,,
SWE,Wrestling,"Wrestling Women's Heavyweight, Freestyle",1,,,,0.0,1.0,0.0,0.0,,
SWE,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",1,,,,,,,0.0,,
SWE,Wrestling,"Wrestling Women's Lightweight, Freestyle",1,,,,0.0,0.0,1.0,1.0,,
SWE,Wrestling,"Wrestling Women's Middleweight, Freestyle",1,,,,0.0,0.0,1.0,0.0,,
SWZ,Athletics,"Athletics Men's 1,500 metres",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWZ,Athletics,"Athletics Men's 10,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Men's 100 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Men's 200 metres,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
SWZ,Athletics,"Athletics Men's 5,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Men's 800 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Men's Long Jump,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Men's Marathon,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Men's Triple Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Women's 100 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
SWZ,Athletics,Athletics Women's 200 metres,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
SWZ,Athletics,Athletics Women's 400 metres,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
SWZ,Athletics,"Athletics Women's 5,000 metres",1,,0.0,1.0,0.0,0.0,0.0,0.0,,
SWZ,Athletics,Men's 100m,1,,,,,,,,0.0,1.0
SWZ,Athletics,Men's 200m,1,,,,,,,,0.0,0.0
SWZ,Boxing,Boxing Men's Featherweight,1,0.0,0.0,1.0,0.0,0.0,,,,
SWZ,Boxing,Boxing Men's Light-Flyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Boxing,Boxing Men's Middleweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Boxing,Men's Welter (63-69kg),1,,,,,,,,0.0,
SWZ,Swimming,Men's 100m Breaststroke,1,,,,,,,,0.0,1.0
SWZ,Swimming,Men's 50m Freestyle,1,,,,,,,,0.0,0.0
SWZ,Swimming,Swimming Men's 100 metres Breaststroke,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWZ,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWZ,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
SWZ,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
SWZ,Swimming,Swimming Women's 800 metres Freestyle,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
SWZ,Swimming,Women's 100m Butterfly,1,,,,,,,,0.0,1.0
SWZ,Swimming,Women's 50m Freestyle,1,,,,,,,,0.0,0.0
SWZ,Taekwondo,Taekwondo Men's Flyweight,1,,,0.0,0.0,0.0,0.0,0.0,,
SYR,Athletics,Athletics Men's 110 metres Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SYR,Athletics,Athletics Men's 400 metres Hurdles,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,
